ordre,x0,x1,x2,y0,y1,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2,nombre,x,y,ID_RESOLUTION,a2,b2
0,,,,,,0,0,0,1,,,,0,5,1,0,115,0,0,10016,1,5
1,1,,,5,,0,0,0,2,1,5,1,0,1,5,5,115,1,5,1511,0,1
2,1,0,,5,1,2,0,0,3,2,5,,0,1,15,1,115,1,15,10101,0,
2,1,0,,5,1,2,0,0,4,2,5,,0,1,15,1,115,1,15,10102,1,
2,1,0,,5,1,2,0,0,5,2,5,,0,1,15,1,115,1,15,10103,2,
2,1,0,,5,1,2,0,0,6,2,5,,0,1,15,1,115,1,15,10104,3,
2,1,0,,5,1,2,0,0,7,2,5,,0,1,15,1,115,1,15,10105,4,
2,1,0,,5,1,2,0,0,8,2,5,,0,1,15,1,115,1,15,10106,5,
2,1,0,,5,1,2,0,0,9,2,5,,0,1,15,1,115,1,15,10107,6,
2,1,0,,5,1,2,0,0,10,2,5,,0,1,15,1,115,1,15,10108,7,
2,1,0,,5,1,2,0,0,11,2,5,,0,1,15,1,115,1,15,10109,8,
2,1,0,,5,1,2,0,0,12,2,5,,0,1,15,1,115,1,15,10110,9,
1,1,,,5,,0,0,0,13,1,5,1,0,1,5,5,115,1,5,1513,2,1
2,1,2,,5,1,2,0,0,14,13,5,,2,1,115,11,115,21,15,10101,0,
2,1,2,,5,1,2,0,0,15,13,5,,2,1,115,11,115,21,15,10102,1,
2,1,2,,5,1,2,0,0,16,13,5,,2,1,115,11,115,21,15,10103,2,
2,1,2,,5,1,2,0,0,17,13,5,,2,1,115,11,115,21,15,10104,3,
2,1,2,,5,1,2,0,0,18,13,5,,2,1,115,11,115,21,15,10105,4,
2,1,2,,5,1,2,0,0,19,13,5,,2,1,115,11,115,21,15,10106,5,
2,1,2,,5,1,2,0,0,20,13,5,,2,1,115,11,115,21,15,10107,6,
2,1,2,,5,1,2,0,0,21,13,5,,2,1,115,11,115,21,15,10108,7,
2,1,2,,5,1,2,0,0,22,13,5,,2,1,115,11,115,21,15,10109,8,
2,1,2,,5,1,2,0,0,23,13,5,,2,1,115,11,115,21,15,10110,9,
1,1,,,5,,0,0,0,24,1,5,1,0,1,5,5,115,1,5,1515,4,1
2,1,4,,5,1,2,0,0,25,24,5,,4,1,215,21,115,41,15,10101,0,
2,1,4,,5,1,2,0,0,26,24,5,,4,1,215,21,115,41,15,10102,1,
2,1,4,,5,1,2,0,0,27,24,5,,4,1,215,21,115,41,15,10103,2,
2,1,4,,5,1,2,0,0,28,24,5,,4,1,215,21,115,41,15,10104,3,
2,1,4,,5,1,2,0,0,29,24,5,,4,1,215,21,115,41,15,10105,4,
2,1,4,,5,1,2,0,0,30,24,5,,4,1,215,21,115,41,15,10106,5,
2,1,4,,5,1,2,0,0,31,24,5,,4,1,215,21,115,41,15,10107,6,
2,1,4,,5,1,2,0,0,32,24,5,,4,1,215,21,115,41,15,10108,7,
2,1,4,,5,1,2,0,0,33,24,5,,4,1,215,21,115,41,15,10109,8,
2,1,4,,5,1,2,0,0,34,24,5,,4,1,215,21,115,41,15,10110,9,
1,1,,,5,,0,0,0,35,1,5,1,0,1,5,5,115,1,5,1517,6,1
2,1,6,,5,1,2,0,0,36,35,5,,6,1,315,31,115,61,15,10101,0,
2,1,6,,5,1,2,0,0,37,35,5,,6,1,315,31,115,61,15,10102,1,
2,1,6,,5,1,2,0,0,38,35,5,,6,1,315,31,115,61,15,10103,2,
2,1,6,,5,1,2,0,0,39,35,5,,6,1,315,31,115,61,15,10104,3,
2,1,6,,5,1,2,0,0,40,35,5,,6,1,315,31,115,61,15,10105,4,
2,1,6,,5,1,2,0,0,41,35,5,,6,1,315,31,115,61,15,10106,5,
2,1,6,,5,1,2,0,0,42,35,5,,6,1,315,31,115,61,15,10107,6,
2,1,6,,5,1,2,0,0,43,35,5,,6,1,315,31,115,61,15,10108,7,
2,1,6,,5,1,2,0,0,44,35,5,,6,1,315,31,115,61,15,10109,8,
2,1,6,,5,1,2,0,0,45,35,5,,6,1,315,31,115,61,15,10110,9,
1,1,,,5,,0,0,0,46,1,5,1,0,1,5,5,115,1,5,1519,8,1
2,1,8,,5,1,2,0,0,47,46,5,,8,1,415,41,115,81,15,10101,0,
2,1,8,,5,1,2,0,0,48,46,5,,8,1,415,41,115,81,15,10102,1,
2,1,8,,5,1,2,0,0,49,46,5,,8,1,415,41,115,81,15,10103,2,
2,1,8,,5,1,2,0,0,50,46,5,,8,1,415,41,115,81,15,10104,3,
2,1,8,,5,1,2,0,0,51,46,5,,8,1,415,41,115,81,15,10105,4,
2,1,8,,5,1,2,0,0,52,46,5,,8,1,415,41,115,81,15,10106,5,
2,1,8,,5,1,2,0,0,53,46,5,,8,1,415,41,115,81,15,10107,6,
2,1,8,,5,1,2,0,0,54,46,5,,8,1,415,41,115,81,15,10108,7,
2,1,8,,5,1,2,0,0,55,46,5,,8,1,415,41,115,81,15,10109,8,
2,1,8,,5,1,2,0,0,56,46,5,,8,1,415,41,115,81,15,10110,9,
1,1,,,5,,0,0,0,57,1,5,1,0,1,5,5,115,1,5,1562,1,6
2,1,1,,5,6,2,0,0,58,57,5,,6,1,115,11,115,11,65,10101,0,
2,1,1,,5,6,2,0,0,59,57,5,,6,1,115,11,115,11,65,10102,1,
2,1,1,,5,6,2,0,0,60,57,5,,6,1,115,11,115,11,65,10103,2,
2,1,1,,5,6,2,0,0,61,57,5,,6,1,115,11,115,11,65,10104,3,
2,1,1,,5,6,2,0,0,62,57,5,,6,1,115,11,115,11,65,10105,4,
2,1,1,,5,6,2,0,0,63,57,5,,6,1,115,11,115,11,65,10106,5,
2,1,1,,5,6,2,0,0,64,57,5,,6,1,115,11,115,11,65,10107,6,
2,1,1,,5,6,2,0,0,65,57,5,,6,1,115,11,115,11,65,10108,7,
2,1,1,,5,6,2,0,0,66,57,5,,6,1,115,11,115,11,65,10109,8,
2,1,1,,5,6,2,0,0,67,57,5,,6,1,115,11,115,11,65,10110,9,
1,1,,,5,,0,0,0,68,1,5,1,0,1,5,5,115,1,5,1564,3,6
2,1,3,,5,6,2,0,0,69,68,5,,18,1,215,21,115,31,65,10101,0,
2,1,3,,5,6,2,0,0,70,68,5,,18,1,215,21,115,31,65,10102,1,
2,1,3,,5,6,2,0,0,71,68,5,,18,1,215,21,115,31,65,10103,2,
2,1,3,,5,6,2,0,0,72,68,5,,18,1,215,21,115,31,65,10104,3,
2,1,3,,5,6,2,0,0,73,68,5,,18,1,215,21,115,31,65,10105,4,
2,1,3,,5,6,2,0,0,74,68,5,,18,1,215,21,115,31,65,10106,5,
2,1,3,,5,6,2,0,0,75,68,5,,18,1,215,21,115,31,65,10107,6,
2,1,3,,5,6,2,0,0,76,68,5,,18,1,215,21,115,31,65,10108,7,
2,1,3,,5,6,2,0,0,77,68,5,,18,1,215,21,115,31,65,10109,8,
2,1,3,,5,6,2,0,0,78,68,5,,18,1,215,21,115,31,65,10110,9,
1,1,,,5,,0,0,0,79,1,5,1,0,1,5,5,115,1,5,1566,5,6
2,1,5,,5,6,2,0,0,80,79,5,,30,1,315,31,115,51,65,10101,0,
2,1,5,,5,6,2,0,0,81,79,5,,30,1,315,31,115,51,65,10102,1,
2,1,5,,5,6,2,0,0,82,79,5,,30,1,315,31,115,51,65,10103,2,
2,1,5,,5,6,2,0,0,83,79,5,,30,1,315,31,115,51,65,10104,3,
2,1,5,,5,6,2,0,0,84,79,5,,30,1,315,31,115,51,65,10105,4,
2,1,5,,5,6,2,0,0,85,79,5,,30,1,315,31,115,51,65,10106,5,
2,1,5,,5,6,2,0,0,86,79,5,,30,1,315,31,115,51,65,10107,6,
2,1,5,,5,6,2,0,0,87,79,5,,30,1,315,31,115,51,65,10108,7,
2,1,5,,5,6,2,0,0,88,79,5,,30,1,315,31,115,51,65,10109,8,
2,1,5,,5,6,2,0,0,89,79,5,,30,1,315,31,115,51,65,10110,9,
1,1,,,5,,0,0,0,90,1,5,1,0,1,5,5,115,1,5,1568,7,6
2,1,7,,5,6,2,0,0,91,90,5,,42,1,415,41,115,71,65,10101,0,
2,1,7,,5,6,2,0,0,92,90,5,,42,1,415,41,115,71,65,10102,1,
2,1,7,,5,6,2,0,0,93,90,5,,42,1,415,41,115,71,65,10103,2,
2,1,7,,5,6,2,0,0,94,90,5,,42,1,415,41,115,71,65,10104,3,
2,1,7,,5,6,2,0,0,95,90,5,,42,1,415,41,115,71,65,10105,4,
2,1,7,,5,6,2,0,0,96,90,5,,42,1,415,41,115,71,65,10106,5,
2,1,7,,5,6,2,0,0,97,90,5,,42,1,415,41,115,71,65,10107,6,
2,1,7,,5,6,2,0,0,98,90,5,,42,1,415,41,115,71,65,10108,7,
2,1,7,,5,6,2,0,0,99,90,5,,42,1,415,41,115,71,65,10109,8,
2,1,7,,5,6,2,0,0,100,90,5,,42,1,415,41,115,71,65,10110,9,
1,1,,,5,,0,0,0,101,1,5,1,0,1,5,5,115,1,5,1570,9,6
2,1,9,,5,6,2,0,0,102,101,5,,54,1,515,51,115,91,65,10101,0,
2,1,9,,5,6,2,0,0,103,101,5,,54,1,515,51,115,91,65,10102,1,
2,1,9,,5,6,2,0,0,104,101,5,,54,1,515,51,115,91,65,10103,2,
2,1,9,,5,6,2,0,0,105,101,5,,54,1,515,51,115,91,65,10104,3,
2,1,9,,5,6,2,0,0,106,101,5,,54,1,515,51,115,91,65,10105,4,
2,1,9,,5,6,2,0,0,107,101,5,,54,1,515,51,115,91,65,10106,5,
2,1,9,,5,6,2,0,0,108,101,5,,54,1,515,51,115,91,65,10107,6,
2,1,9,,5,6,2,0,0,109,101,5,,54,1,515,51,115,91,65,10108,7,
2,1,9,,5,6,2,0,0,110,101,5,,54,1,515,51,115,91,65,10109,8,
2,1,9,,5,6,2,0,0,111,101,5,,54,1,515,51,115,91,65,10110,9,
0,,,,,,0,0,1,112,,,,0,5,1,0,115,0,0,10036,3,5
1,3,,,5,,0,0,1,113,112,5,3,0,1,15,15,115,3,5,3501,0,0
2,3,0,,5,0,2,0,0,114,113,5,,0,1,15,1,115,3,5,10101,0,
2,3,0,,5,0,2,0,0,115,113,5,,0,1,15,1,115,3,5,10102,1,
2,3,0,,5,0,2,0,0,116,113,5,,0,1,15,1,115,3,5,10103,2,
2,3,0,,5,0,2,0,0,117,113,5,,0,1,15,1,115,3,5,10104,3,
2,3,0,,5,0,2,0,0,118,113,5,,0,1,15,1,115,3,5,10105,4,
2,3,0,,5,0,2,0,0,119,113,5,,0,1,15,1,115,3,5,10106,5,
2,3,0,,5,0,2,0,0,120,113,5,,0,1,15,1,115,3,5,10107,6,
2,3,0,,5,0,2,0,0,121,113,5,,0,1,15,1,115,3,5,10108,7,
2,3,0,,5,0,2,0,0,122,113,5,,0,1,15,1,115,3,5,10109,8,
2,3,0,,5,0,2,0,1,123,113,5,,0,1,15,1,115,3,5,10110,9,
1,3,,,5,,0,0,0,124,112,5,3,0,1,15,15,115,3,5,3503,2,0
2,3,2,,5,0,1,1,1,125,124,5,,0,1,115,11,115,23,5,10101,0,
2,3,2,,5,0,2,0,0,126,124,5,,0,1,115,11,115,23,5,10102,1,
2,3,2,,5,0,2,0,0,127,124,5,,0,1,115,11,115,23,5,10103,2,
2,3,2,,5,0,2,0,0,128,124,5,,0,1,115,11,115,23,5,10104,3,
2,3,2,,5,0,2,0,0,129,124,5,,0,1,115,11,115,23,5,10105,4,
2,3,2,,5,0,2,0,0,130,124,5,,0,1,115,11,115,23,5,10106,5,
2,3,2,,5,0,2,0,0,131,124,5,,0,1,115,11,115,23,5,10107,6,
2,3,2,,5,0,2,0,0,132,124,5,,0,1,115,11,115,23,5,10108,7,
2,3,2,,5,0,2,0,0,133,124,5,,0,1,115,11,115,23,5,10109,8,
2,3,2,,5,0,2,0,0,134,124,5,,0,1,115,11,115,23,5,10110,9,
1,3,,,5,,0,0,0,135,112,5,3,0,1,15,15,115,3,5,3505,4,0
2,3,4,,5,0,2,0,0,136,135,5,,0,1,215,21,115,43,5,10101,0,
2,3,4,,5,0,2,0,0,137,135,5,,0,1,215,21,115,43,5,10102,1,
2,3,4,,5,0,2,0,0,138,135,5,,0,1,215,21,115,43,5,10103,2,
2,3,4,,5,0,2,0,0,139,135,5,,0,1,215,21,115,43,5,10104,3,
2,3,4,,5,0,2,0,0,140,135,5,,0,1,215,21,115,43,5,10105,4,
2,3,4,,5,0,2,0,0,141,135,5,,0,1,215,21,115,43,5,10106,5,
2,3,4,,5,0,2,0,0,142,135,5,,0,1,215,21,115,43,5,10107,6,
2,3,4,,5,0,2,0,0,143,135,5,,0,1,215,21,115,43,5,10108,7,
2,3,4,,5,0,2,0,0,144,135,5,,0,1,215,21,115,43,5,10109,8,
2,3,4,,5,0,2,0,0,145,135,5,,0,1,215,21,115,43,5,10110,9,
1,3,,,5,,0,0,0,146,112,5,3,0,1,15,15,115,3,5,3507,6,0
2,3,6,,5,0,2,0,0,147,146,5,,0,1,315,31,115,63,5,10101,0,
2,3,6,,5,0,2,0,0,148,146,5,,0,1,315,31,115,63,5,10102,1,
2,3,6,,5,0,2,0,0,149,146,5,,0,1,315,31,115,63,5,10103,2,
2,3,6,,5,0,2,0,0,150,146,5,,0,1,315,31,115,63,5,10104,3,
2,3,6,,5,0,2,0,0,151,146,5,,0,1,315,31,115,63,5,10105,4,
2,3,6,,5,0,2,0,0,152,146,5,,0,1,315,31,115,63,5,10106,5,
2,3,6,,5,0,2,0,0,153,146,5,,0,1,315,31,115,63,5,10107,6,
2,3,6,,5,0,2,0,0,154,146,5,,0,1,315,31,115,63,5,10108,7,
2,3,6,,5,0,2,0,0,155,146,5,,0,1,315,31,115,63,5,10109,8,
2,3,6,,5,0,2,0,0,156,146,5,,0,1,315,31,115,63,5,10110,9,
1,3,,,5,,0,0,0,157,112,5,3,0,1,15,15,115,3,5,3509,8,0
2,3,8,,5,0,2,0,0,158,157,5,,0,1,415,41,115,83,5,10101,0,
2,3,8,,5,0,2,0,0,159,157,5,,0,1,415,41,115,83,5,10102,1,
2,3,8,,5,0,2,0,0,160,157,5,,0,1,415,41,115,83,5,10103,2,
2,3,8,,5,0,2,0,0,161,157,5,,0,1,415,41,115,83,5,10104,3,
2,3,8,,5,0,2,0,0,162,157,5,,0,1,415,41,115,83,5,10105,4,
2,3,8,,5,0,2,0,0,163,157,5,,0,1,415,41,115,83,5,10106,5,
2,3,8,,5,0,2,0,0,164,157,5,,0,1,415,41,115,83,5,10107,6,
2,3,8,,5,0,2,0,0,165,157,5,,0,1,415,41,115,83,5,10108,7,
2,3,8,,5,0,2,0,0,166,157,5,,0,1,415,41,115,83,5,10109,8,
2,3,8,,5,0,2,0,0,167,157,5,,0,1,415,41,115,83,5,10110,9,
1,3,,,5,,0,0,0,168,112,5,3,0,1,15,15,115,3,5,3552,1,5
2,3,1,,5,5,2,0,0,169,168,5,,5,1,215,21,115,13,55,10101,0,
2,3,1,,5,5,2,0,0,170,168,5,,5,1,215,21,115,13,55,10102,1,
2,3,1,,5,5,2,0,0,171,168,5,,5,1,215,21,115,13,55,10103,2,
2,3,1,,5,5,2,0,0,172,168,5,,5,1,215,21,115,13,55,10104,3,
2,3,1,,5,5,2,0,0,173,168,5,,5,1,215,21,115,13,55,10105,4,
2,3,1,,5,5,2,0,0,174,168,5,,5,1,215,21,115,13,55,10106,5,
2,3,1,,5,5,2,0,0,175,168,5,,5,1,215,21,115,13,55,10107,6,
2,3,1,,5,5,2,0,0,176,168,5,,5,1,215,21,115,13,55,10108,7,
2,3,1,,5,5,2,0,0,177,168,5,,5,1,215,21,115,13,55,10109,8,
2,3,1,,5,5,2,0,0,178,168,5,,5,1,215,21,115,13,55,10110,9,
1,3,,,5,,0,0,0,179,112,5,3,0,1,15,15,115,3,5,3554,3,5
2,3,3,,5,5,2,0,0,180,179,5,,15,1,315,31,115,33,55,10101,0,
2,3,3,,5,5,2,0,0,181,179,5,,15,1,315,31,115,33,55,10102,1,
2,3,3,,5,5,2,0,0,182,179,5,,15,1,315,31,115,33,55,10103,2,
2,3,3,,5,5,2,0,0,183,179,5,,15,1,315,31,115,33,55,10104,3,
2,3,3,,5,5,2,0,0,184,179,5,,15,1,315,31,115,33,55,10105,4,
2,3,3,,5,5,2,0,0,185,179,5,,15,1,315,31,115,33,55,10106,5,
2,3,3,,5,5,2,0,0,186,179,5,,15,1,315,31,115,33,55,10107,6,
2,3,3,,5,5,2,0,0,187,179,5,,15,1,315,31,115,33,55,10108,7,
2,3,3,,5,5,2,0,0,188,179,5,,15,1,315,31,115,33,55,10109,8,
2,3,3,,5,5,2,0,0,189,179,5,,15,1,315,31,115,33,55,10110,9,
1,3,,,5,,0,0,0,190,112,5,3,0,1,15,15,115,3,5,3556,5,5
2,3,5,,5,5,2,0,0,191,190,5,,25,1,415,41,115,53,55,10101,0,
2,3,5,,5,5,2,0,0,192,190,5,,25,1,415,41,115,53,55,10102,1,
2,3,5,,5,5,2,0,0,193,190,5,,25,1,415,41,115,53,55,10103,2,
2,3,5,,5,5,2,0,0,194,190,5,,25,1,415,41,115,53,55,10104,3,
2,3,5,,5,5,2,0,0,195,190,5,,25,1,415,41,115,53,55,10105,4,
2,3,5,,5,5,2,0,0,196,190,5,,25,1,415,41,115,53,55,10106,5,
2,3,5,,5,5,2,0,0,197,190,5,,25,1,415,41,115,53,55,10107,6,
2,3,5,,5,5,2,0,0,198,190,5,,25,1,415,41,115,53,55,10108,7,
2,3,5,,5,5,2,0,0,199,190,5,,25,1,415,41,115,53,55,10109,8,
2,3,5,,5,5,2,0,0,200,190,5,,25,1,415,41,115,53,55,10110,9,
1,3,,,5,,0,0,0,201,112,5,3,0,1,15,15,115,3,5,3558,7,5
2,3,7,,5,5,2,0,0,202,201,5,,35,1,515,51,115,73,55,10101,0,
2,3,7,,5,5,2,0,0,203,201,5,,35,1,515,51,115,73,55,10102,1,
2,3,7,,5,5,2,0,0,204,201,5,,35,1,515,51,115,73,55,10103,2,
2,3,7,,5,5,2,0,0,205,201,5,,35,1,515,51,115,73,55,10104,3,
2,3,7,,5,5,2,0,0,206,201,5,,35,1,515,51,115,73,55,10105,4,
2,3,7,,5,5,2,0,0,207,201,5,,35,1,515,51,115,73,55,10106,5,
2,3,7,,5,5,2,0,0,208,201,5,,35,1,515,51,115,73,55,10107,6,
2,3,7,,5,5,2,0,0,209,201,5,,35,1,515,51,115,73,55,10108,7,
2,3,7,,5,5,2,0,0,210,201,5,,35,1,515,51,115,73,55,10109,8,
2,3,7,,5,5,2,0,0,211,201,5,,35,1,515,51,115,73,55,10110,9,
1,3,,,5,,0,0,0,212,112,5,3,0,1,15,15,115,3,5,3560,9,5
2,3,9,,5,5,2,0,0,213,212,5,,45,1,615,61,115,93,55,10101,0,
2,3,9,,5,5,2,0,0,214,212,5,,45,1,615,61,115,93,55,10102,1,
2,3,9,,5,5,2,0,0,215,212,5,,45,1,615,61,115,93,55,10103,2,
2,3,9,,5,5,2,0,0,216,212,5,,45,1,615,61,115,93,55,10104,3,
2,3,9,,5,5,2,0,0,217,212,5,,45,1,615,61,115,93,55,10105,4,
2,3,9,,5,5,2,0,0,218,212,5,,45,1,615,61,115,93,55,10106,5,
2,3,9,,5,5,2,0,0,219,212,5,,45,1,615,61,115,93,55,10107,6,
2,3,9,,5,5,2,0,0,220,212,5,,45,1,615,61,115,93,55,10108,7,
2,3,9,,5,5,2,0,0,221,212,5,,45,1,615,61,115,93,55,10109,8,
2,3,9,,5,5,2,0,0,222,212,5,,45,1,615,61,115,93,55,10110,9,
0,,,,,,0,0,1,223,,,,0,5,1,0,115,0,0,10052,5,1
1,5,,,1,,0,0,1,224,223,1,5,0,1,5,5,115,5,1,5102,1,0
2,5,1,,1,0,2,0,1,225,224,1,,0,1,15,1,115,15,1,10101,0,
2,5,1,,1,0,1,1,1,226,224,1,,0,1,15,1,115,15,1,10102,1,
2,5,1,,1,0,2,0,0,227,224,1,,0,1,15,1,115,15,1,10103,2,
2,5,1,,1,0,2,0,0,228,224,1,,0,1,15,1,115,15,1,10104,3,
2,5,1,,1,0,2,0,0,229,224,1,,0,1,15,1,115,15,1,10105,4,
2,5,1,,1,0,2,0,0,230,224,1,,0,1,15,1,115,15,1,10106,5,
2,5,1,,1,0,2,0,0,231,224,1,,0,1,15,1,115,15,1,10107,6,
2,5,1,,1,0,2,0,0,232,224,1,,0,1,15,1,115,15,1,10108,7,
2,5,1,,1,0,2,0,0,233,224,1,,0,1,15,1,115,15,1,10109,8,
2,5,1,,1,0,2,0,0,234,224,1,,0,1,15,1,115,15,1,10110,9,
1,5,,,1,,0,0,0,235,223,1,5,0,1,5,5,115,5,1,5117,6,1
2,5,6,,1,1,2,0,0,236,235,1,,6,1,115,11,115,65,11,10101,0,
2,5,6,,1,1,2,0,0,237,235,1,,6,1,115,11,115,65,11,10102,1,
2,5,6,,1,1,2,0,0,238,235,1,,6,1,115,11,115,65,11,10103,2,
2,5,6,,1,1,2,0,0,239,235,1,,6,1,115,11,115,65,11,10104,3,
2,5,6,,1,1,2,0,0,240,235,1,,6,1,115,11,115,65,11,10105,4,
2,5,6,,1,1,2,0,0,241,235,1,,6,1,115,11,115,65,11,10106,5,
2,5,6,,1,1,2,0,0,242,235,1,,6,1,115,11,115,65,11,10107,6,
2,5,6,,1,1,2,0,0,243,235,1,,6,1,115,11,115,65,11,10108,7,
2,5,6,,1,1,2,0,0,244,235,1,,6,1,115,11,115,65,11,10109,8,
2,5,6,,1,1,2,0,0,245,235,1,,6,1,115,11,115,65,11,10110,9,
1,5,,,1,,0,0,0,246,223,1,5,0,1,5,5,115,5,1,5122,1,2
2,5,1,,1,2,2,0,0,247,246,1,,2,1,115,11,115,15,21,10101,0,
2,5,1,,1,2,2,0,0,248,246,1,,2,1,115,11,115,15,21,10102,1,
2,5,1,,1,2,2,0,0,249,246,1,,2,1,115,11,115,15,21,10103,2,
2,5,1,,1,2,2,0,0,250,246,1,,2,1,115,11,115,15,21,10104,3,
2,5,1,,1,2,2,0,0,251,246,1,,2,1,115,11,115,15,21,10105,4,
2,5,1,,1,2,2,0,0,252,246,1,,2,1,115,11,115,15,21,10106,5,
2,5,1,,1,2,2,0,0,253,246,1,,2,1,115,11,115,15,21,10107,6,
2,5,1,,1,2,2,0,0,254,246,1,,2,1,115,11,115,15,21,10108,7,
2,5,1,,1,2,2,0,0,255,246,1,,2,1,115,11,115,15,21,10109,8,
2,5,1,,1,2,2,0,0,256,246,1,,2,1,115,11,115,15,21,10110,9,
1,5,,,1,,0,0,0,257,223,1,5,0,1,5,5,115,5,1,5137,6,3
2,5,6,,1,3,2,0,0,258,257,1,,18,1,215,21,115,65,31,10101,0,
2,5,6,,1,3,2,0,0,259,257,1,,18,1,215,21,115,65,31,10102,1,
2,5,6,,1,3,2,0,0,260,257,1,,18,1,215,21,115,65,31,10103,2,
2,5,6,,1,3,2,0,0,261,257,1,,18,1,215,21,115,65,31,10104,3,
2,5,6,,1,3,2,0,0,262,257,1,,18,1,215,21,115,65,31,10105,4,
2,5,6,,1,3,2,0,0,263,257,1,,18,1,215,21,115,65,31,10106,5,
2,5,6,,1,3,2,0,0,264,257,1,,18,1,215,21,115,65,31,10107,6,
2,5,6,,1,3,2,0,0,265,257,1,,18,1,215,21,115,65,31,10108,7,
2,5,6,,1,3,2,0,0,266,257,1,,18,1,215,21,115,65,31,10109,8,
2,5,6,,1,3,2,0,0,267,257,1,,18,1,215,21,115,65,31,10110,9,
1,5,,,1,,0,0,0,268,223,1,5,0,1,5,5,115,5,1,5142,1,4
2,5,1,,1,4,2,0,0,269,268,1,,4,1,215,21,115,15,41,10101,0,
2,5,1,,1,4,2,0,0,270,268,1,,4,1,215,21,115,15,41,10102,1,
2,5,1,,1,4,2,0,0,271,268,1,,4,1,215,21,115,15,41,10103,2,
2,5,1,,1,4,2,0,0,272,268,1,,4,1,215,21,115,15,41,10104,3,
2,5,1,,1,4,2,0,0,273,268,1,,4,1,215,21,115,15,41,10105,4,
2,5,1,,1,4,2,0,0,274,268,1,,4,1,215,21,115,15,41,10106,5,
2,5,1,,1,4,2,0,0,275,268,1,,4,1,215,21,115,15,41,10107,6,
2,5,1,,1,4,2,0,0,276,268,1,,4,1,215,21,115,15,41,10108,7,
2,5,1,,1,4,2,0,0,277,268,1,,4,1,215,21,115,15,41,10109,8,
2,5,1,,1,4,2,0,0,278,268,1,,4,1,215,21,115,15,41,10110,9,
1,5,,,1,,0,0,0,279,223,1,5,0,1,5,5,115,5,1,5157,6,5
2,5,6,,1,5,2,0,0,280,279,1,,30,1,315,31,115,65,51,10101,0,
2,5,6,,1,5,2,0,0,281,279,1,,30,1,315,31,115,65,51,10102,1,
2,5,6,,1,5,2,0,0,282,279,1,,30,1,315,31,115,65,51,10103,2,
2,5,6,,1,5,2,0,0,283,279,1,,30,1,315,31,115,65,51,10104,3,
2,5,6,,1,5,2,0,0,284,279,1,,30,1,315,31,115,65,51,10105,4,
2,5,6,,1,5,2,0,0,285,279,1,,30,1,315,31,115,65,51,10106,5,
2,5,6,,1,5,2,0,0,286,279,1,,30,1,315,31,115,65,51,10107,6,
2,5,6,,1,5,2,0,0,287,279,1,,30,1,315,31,115,65,51,10108,7,
2,5,6,,1,5,2,0,0,288,279,1,,30,1,315,31,115,65,51,10109,8,
2,5,6,,1,5,2,0,0,289,279,1,,30,1,315,31,115,65,51,10110,9,
1,5,,,1,,0,0,0,290,223,1,5,0,1,5,5,115,5,1,5162,1,6
2,5,1,,1,6,2,0,0,291,290,1,,6,1,315,31,115,15,61,10101,0,
2,5,1,,1,6,2,0,0,292,290,1,,6,1,315,31,115,15,61,10102,1,
2,5,1,,1,6,2,0,0,293,290,1,,6,1,315,31,115,15,61,10103,2,
2,5,1,,1,6,2,0,0,294,290,1,,6,1,315,31,115,15,61,10104,3,
2,5,1,,1,6,2,0,0,295,290,1,,6,1,315,31,115,15,61,10105,4,
2,5,1,,1,6,2,0,0,296,290,1,,6,1,315,31,115,15,61,10106,5,
2,5,1,,1,6,2,0,0,297,290,1,,6,1,315,31,115,15,61,10107,6,
2,5,1,,1,6,2,0,0,298,290,1,,6,1,315,31,115,15,61,10108,7,
2,5,1,,1,6,2,0,0,299,290,1,,6,1,315,31,115,15,61,10109,8,
2,5,1,,1,6,2,0,0,300,290,1,,6,1,315,31,115,15,61,10110,9,
1,5,,,1,,0,0,0,301,223,1,5,0,1,5,5,115,5,1,5177,6,7
2,5,6,,1,7,2,0,0,302,301,1,,42,1,415,41,115,65,71,10101,0,
2,5,6,,1,7,2,0,0,303,301,1,,42,1,415,41,115,65,71,10102,1,
2,5,6,,1,7,2,0,0,304,301,1,,42,1,415,41,115,65,71,10103,2,
2,5,6,,1,7,2,0,0,305,301,1,,42,1,415,41,115,65,71,10104,3,
2,5,6,,1,7,2,0,0,306,301,1,,42,1,415,41,115,65,71,10105,4,
2,5,6,,1,7,2,0,0,307,301,1,,42,1,415,41,115,65,71,10106,5,
2,5,6,,1,7,2,0,0,308,301,1,,42,1,415,41,115,65,71,10107,6,
2,5,6,,1,7,2,0,0,309,301,1,,42,1,415,41,115,65,71,10108,7,
2,5,6,,1,7,2,0,0,310,301,1,,42,1,415,41,115,65,71,10109,8,
2,5,6,,1,7,2,0,0,311,301,1,,42,1,415,41,115,65,71,10110,9,
1,5,,,1,,0,0,0,312,223,1,5,0,1,5,5,115,5,1,5182,1,8
2,5,1,,1,8,2,0,0,313,312,1,,8,1,415,41,115,15,81,10101,0,
2,5,1,,1,8,2,0,0,314,312,1,,8,1,415,41,115,15,81,10102,1,
2,5,1,,1,8,2,0,0,315,312,1,,8,1,415,41,115,15,81,10103,2,
2,5,1,,1,8,2,0,0,316,312,1,,8,1,415,41,115,15,81,10104,3,
