ordre,x0,x1,x2,y0,y1,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2,nombre,x,y,ID_RESOLUTION,a2,b2
2,5,8,,9,9,2,0,0,659,657,9,,72,1,1215,121,115,85,99,10102,1,
2,5,8,,9,9,2,0,0,660,657,9,,72,1,1215,121,115,85,99,10103,2,
2,5,8,,9,9,2,0,0,661,657,9,,72,1,1215,121,115,85,99,10104,3,
2,5,8,,9,9,2,0,0,662,657,9,,72,1,1215,121,115,85,99,10105,4,
2,5,8,,9,9,2,0,0,663,657,9,,72,1,1215,121,115,85,99,10106,5,
2,5,8,,9,9,2,0,0,664,657,9,,72,1,1215,121,115,85,99,10107,6,
2,5,8,,9,9,2,0,0,665,657,9,,72,1,1215,121,115,85,99,10108,7,
2,5,8,,9,9,2,0,0,666,657,9,,72,1,1215,121,115,85,99,10109,8,
2,5,8,,9,9,2,0,0,667,657,9,,72,1,1215,121,115,85,99,10110,9,
0,,,,,,0,0,0,668,,,,0,5,1,0,115,0,0,10076,7,5
1,7,,,5,,0,0,0,669,668,5,7,0,1,35,35,115,7,5,7541,0,4
2,7,0,,5,4,2,0,0,670,669,5,,0,1,315,31,115,7,45,10101,0,
2,7,0,,5,4,2,0,0,671,669,5,,0,1,315,31,115,7,45,10102,1,
2,7,0,,5,4,2,0,0,672,669,5,,0,1,315,31,115,7,45,10103,2,
2,7,0,,5,4,2,0,0,673,669,5,,0,1,315,31,115,7,45,10104,3,
2,7,0,,5,4,2,0,0,674,669,5,,0,1,315,31,115,7,45,10105,4,
2,7,0,,5,4,2,0,0,675,669,5,,0,1,315,31,115,7,45,10106,5,
2,7,0,,5,4,2,0,0,676,669,5,,0,1,315,31,115,7,45,10107,6,
2,7,0,,5,4,2,0,0,677,669,5,,0,1,315,31,115,7,45,10108,7,
2,7,0,,5,4,2,0,0,678,669,5,,0,1,315,31,115,7,45,10109,8,
2,7,0,,5,4,2,0,0,679,669,5,,0,1,315,31,115,7,45,10110,9,
1,7,,,5,,0,0,0,680,668,5,7,0,1,35,35,115,7,5,7543,2,4
2,7,2,,5,4,2,0,0,681,680,5,,8,1,415,41,115,27,45,10101,0,
2,7,2,,5,4,2,0,0,682,680,5,,8,1,415,41,115,27,45,10102,1,
2,7,2,,5,4,2,0,0,683,680,5,,8,1,415,41,115,27,45,10103,2,
2,7,2,,5,4,2,0,0,684,680,5,,8,1,415,41,115,27,45,10104,3,
2,7,2,,5,4,2,0,0,685,680,5,,8,1,415,41,115,27,45,10105,4,
2,7,2,,5,4,2,0,0,686,680,5,,8,1,415,41,115,27,45,10106,5,
2,7,2,,5,4,2,0,0,687,680,5,,8,1,415,41,115,27,45,10107,6,
2,7,2,,5,4,2,0,0,688,680,5,,8,1,415,41,115,27,45,10108,7,
2,7,2,,5,4,2,0,0,689,680,5,,8,1,415,41,115,27,45,10109,8,
2,7,2,,5,4,2,0,0,690,680,5,,8,1,415,41,115,27,45,10110,9,
1,7,,,5,,0,0,0,691,668,5,7,0,1,35,35,115,7,5,7545,4,4
2,7,4,,5,4,2,0,0,692,691,5,,16,1,515,51,115,47,45,10101,0,
2,7,4,,5,4,2,0,0,693,691,5,,16,1,515,51,115,47,45,10102,1,
2,7,4,,5,4,2,0,0,694,691,5,,16,1,515,51,115,47,45,10103,2,
2,7,4,,5,4,2,0,0,695,691,5,,16,1,515,51,115,47,45,10104,3,
2,7,4,,5,4,2,0,0,696,691,5,,16,1,515,51,115,47,45,10105,4,
2,7,4,,5,4,2,0,0,697,691,5,,16,1,515,51,115,47,45,10106,5,
2,7,4,,5,4,2,0,0,698,691,5,,16,1,515,51,115,47,45,10107,6,
2,7,4,,5,4,2,0,0,699,691,5,,16,1,515,51,115,47,45,10108,7,
2,7,4,,5,4,2,0,0,700,691,5,,16,1,515,51,115,47,45,10109,8,
2,7,4,,5,4,2,0,0,701,691,5,,16,1,515,51,115,47,45,10110,9,
1,7,,,5,,0,0,0,702,668,5,7,0,1,35,35,115,7,5,7547,6,4
2,7,6,,5,4,2,0,0,703,702,5,,24,1,615,61,115,67,45,10101,0,
2,7,6,,5,4,2,0,0,704,702,5,,24,1,615,61,115,67,45,10102,1,
2,7,6,,5,4,2,0,0,705,702,5,,24,1,615,61,115,67,45,10103,2,
2,7,6,,5,4,2,0,0,706,702,5,,24,1,615,61,115,67,45,10104,3,
2,7,6,,5,4,2,0,0,707,702,5,,24,1,615,61,115,67,45,10105,4,
2,7,6,,5,4,2,0,0,708,702,5,,24,1,615,61,115,67,45,10106,5,
2,7,6,,5,4,2,0,0,709,702,5,,24,1,615,61,115,67,45,10107,6,
2,7,6,,5,4,2,0,0,710,702,5,,24,1,615,61,115,67,45,10108,7,
2,7,6,,5,4,2,0,0,711,702,5,,24,1,615,61,115,67,45,10109,8,
2,7,6,,5,4,2,0,0,712,702,5,,24,1,615,61,115,67,45,10110,9,
1,7,,,5,,0,0,0,713,668,5,7,0,1,35,35,115,7,5,7549,8,4
2,7,8,,5,4,2,0,0,714,713,5,,32,1,715,71,115,87,45,10101,0,
2,7,8,,5,4,2,0,0,715,713,5,,32,1,715,71,115,87,45,10102,1,
2,7,8,,5,4,2,0,0,716,713,5,,32,1,715,71,115,87,45,10103,2,
2,7,8,,5,4,2,0,0,717,713,5,,32,1,715,71,115,87,45,10104,3,
2,7,8,,5,4,2,0,0,718,713,5,,32,1,715,71,115,87,45,10105,4,
2,7,8,,5,4,2,0,0,719,713,5,,32,1,715,71,115,87,45,10106,5,
2,7,8,,5,4,2,0,0,720,713,5,,32,1,715,71,115,87,45,10107,6,
2,7,8,,5,4,2,0,0,721,713,5,,32,1,715,71,115,87,45,10108,7,
2,7,8,,5,4,2,0,0,722,713,5,,32,1,715,71,115,87,45,10109,8,
2,7,8,,5,4,2,0,0,723,713,5,,32,1,715,71,115,87,45,10110,9,
1,7,,,5,,0,0,0,724,668,5,7,0,1,35,35,115,7,5,7592,1,9
2,7,1,,5,9,2,0,0,725,724,5,,9,1,715,71,115,17,95,10101,0,
2,7,1,,5,9,2,0,0,726,724,5,,9,1,715,71,115,17,95,10102,1,
2,7,1,,5,9,2,0,0,727,724,5,,9,1,715,71,115,17,95,10103,2,
2,7,1,,5,9,2,0,0,728,724,5,,9,1,715,71,115,17,95,10104,3,
2,7,1,,5,9,2,0,0,729,724,5,,9,1,715,71,115,17,95,10105,4,
2,7,1,,5,9,2,0,0,730,724,5,,9,1,715,71,115,17,95,10106,5,
2,7,1,,5,9,2,0,0,731,724,5,,9,1,715,71,115,17,95,10107,6,
2,7,1,,5,9,2,0,0,732,724,5,,9,1,715,71,115,17,95,10108,7,
2,7,1,,5,9,2,0,0,733,724,5,,9,1,715,71,115,17,95,10109,8,
2,7,1,,5,9,2,0,0,734,724,5,,9,1,715,71,115,17,95,10110,9,
1,7,,,5,,0,0,0,735,668,5,7,0,1,35,35,115,7,5,7594,3,9
2,7,3,,5,9,2,0,0,736,735,5,,27,1,815,81,115,37,95,10101,0,
2,7,3,,5,9,2,0,0,737,735,5,,27,1,815,81,115,37,95,10102,1,
2,7,3,,5,9,2,0,0,738,735,5,,27,1,815,81,115,37,95,10103,2,
2,7,3,,5,9,2,0,0,739,735,5,,27,1,815,81,115,37,95,10104,3,
2,7,3,,5,9,2,0,0,740,735,5,,27,1,815,81,115,37,95,10105,4,
2,7,3,,5,9,2,0,0,741,735,5,,27,1,815,81,115,37,95,10106,5,
2,7,3,,5,9,2,0,0,742,735,5,,27,1,815,81,115,37,95,10107,6,
2,7,3,,5,9,2,0,0,743,735,5,,27,1,815,81,115,37,95,10108,7,
2,7,3,,5,9,2,0,0,744,735,5,,27,1,815,81,115,37,95,10109,8,
2,7,3,,5,9,2,0,0,745,735,5,,27,1,815,81,115,37,95,10110,9,
1,7,,,5,,0,0,0,746,668,5,7,0,1,35,35,115,7,5,7596,5,9
2,7,5,,5,9,2,0,0,747,746,5,,45,1,915,91,115,57,95,10101,0,
2,7,5,,5,9,2,0,0,748,746,5,,45,1,915,91,115,57,95,10102,1,
2,7,5,,5,9,2,0,0,749,746,5,,45,1,915,91,115,57,95,10103,2,
2,7,5,,5,9,2,0,0,750,746,5,,45,1,915,91,115,57,95,10104,3,
2,7,5,,5,9,2,0,0,751,746,5,,45,1,915,91,115,57,95,10105,4,
2,7,5,,5,9,2,0,0,752,746,5,,45,1,915,91,115,57,95,10106,5,
2,7,5,,5,9,2,0,0,753,746,5,,45,1,915,91,115,57,95,10107,6,
2,7,5,,5,9,2,0,0,754,746,5,,45,1,915,91,115,57,95,10108,7,
2,7,5,,5,9,2,0,0,755,746,5,,45,1,915,91,115,57,95,10109,8,
2,7,5,,5,9,2,0,0,756,746,5,,45,1,915,91,115,57,95,10110,9,
1,7,,,5,,0,0,0,757,668,5,7,0,1,35,35,115,7,5,7598,7,9
2,7,7,,5,9,2,0,0,758,757,5,,63,1,1015,101,115,77,95,10101,0,
2,7,7,,5,9,2,0,0,759,757,5,,63,1,1015,101,115,77,95,10102,1,
2,7,7,,5,9,2,0,0,760,757,5,,63,1,1015,101,115,77,95,10103,2,
2,7,7,,5,9,2,0,0,761,757,5,,63,1,1015,101,115,77,95,10104,3,
2,7,7,,5,9,2,0,0,762,757,5,,63,1,1015,101,115,77,95,10105,4,
2,7,7,,5,9,2,0,0,763,757,5,,63,1,1015,101,115,77,95,10106,5,
2,7,7,,5,9,2,0,0,764,757,5,,63,1,1015,101,115,77,95,10107,6,
2,7,7,,5,9,2,0,0,765,757,5,,63,1,1015,101,115,77,95,10108,7,
2,7,7,,5,9,2,0,0,766,757,5,,63,1,1015,101,115,77,95,10109,8,
2,7,7,,5,9,2,0,0,767,757,5,,63,1,1015,101,115,77,95,10110,9,
1,7,,,5,,0,0,0,768,668,5,7,0,1,35,35,115,7,5,7600,9,9
2,7,9,,5,9,2,0,0,769,768,5,,81,1,1115,111,115,97,95,10101,0,
2,7,9,,5,9,2,0,0,770,768,5,,81,1,1115,111,115,97,95,10102,1,
2,7,9,,5,9,2,0,0,771,768,5,,81,1,1115,111,115,97,95,10103,2,
2,7,9,,5,9,2,0,0,772,768,5,,81,1,1115,111,115,97,95,10104,3,
2,7,9,,5,9,2,0,0,773,768,5,,81,1,1115,111,115,97,95,10105,4,
2,7,9,,5,9,2,0,0,774,768,5,,81,1,1115,111,115,97,95,10106,5,
2,7,9,,5,9,2,0,0,775,768,5,,81,1,1115,111,115,97,95,10107,6,
2,7,9,,5,9,2,0,0,776,768,5,,81,1,1115,111,115,97,95,10108,7,
2,7,9,,5,9,2,0,0,777,768,5,,81,1,1115,111,115,97,95,10109,8,
2,7,9,,5,9,2,0,0,778,768,5,,81,1,1115,111,115,97,95,10110,9,
0,,,,,,0,0,0,779,,,,0,5,1,0,115,0,0,10096,9,5
1,9,,,5,,0,0,0,780,779,5,9,0,1,45,45,115,9,5,9531,0,3
2,9,0,,5,3,2,0,0,781,780,5,,0,1,315,31,115,9,35,10101,0,
2,9,0,,5,3,2,0,0,782,780,5,,0,1,315,31,115,9,35,10102,1,
2,9,0,,5,3,2,0,0,783,780,5,,0,1,315,31,115,9,35,10103,2,
2,9,0,,5,3,2,0,0,784,780,5,,0,1,315,31,115,9,35,10104,3,
2,9,0,,5,3,2,0,0,785,780,5,,0,1,315,31,115,9,35,10105,4,
2,9,0,,5,3,2,0,0,786,780,5,,0,1,315,31,115,9,35,10106,5,
2,9,0,,5,3,2,0,0,787,780,5,,0,1,315,31,115,9,35,10107,6,
2,9,0,,5,3,2,0,0,788,780,5,,0,1,315,31,115,9,35,10108,7,
2,9,0,,5,3,2,0,0,789,780,5,,0,1,315,31,115,9,35,10109,8,
2,9,0,,5,3,2,0,0,790,780,5,,0,1,315,31,115,9,35,10110,9,
1,9,,,5,,0,0,0,791,779,5,9,0,1,45,45,115,9,5,9533,2,3
2,9,2,,5,3,2,0,0,792,791,5,,6,1,415,41,115,29,35,10101,0,
2,9,2,,5,3,2,0,0,793,791,5,,6,1,415,41,115,29,35,10102,1,
2,9,2,,5,3,2,0,0,794,791,5,,6,1,415,41,115,29,35,10103,2,
2,9,2,,5,3,2,0,0,795,791,5,,6,1,415,41,115,29,35,10104,3,
2,9,2,,5,3,2,0,0,796,791,5,,6,1,415,41,115,29,35,10105,4,
2,9,2,,5,3,2,0,0,797,791,5,,6,1,415,41,115,29,35,10106,5,
2,9,2,,5,3,2,0,0,798,791,5,,6,1,415,41,115,29,35,10107,6,
2,9,2,,5,3,2,0,0,799,791,5,,6,1,415,41,115,29,35,10108,7,
2,9,2,,5,3,2,0,0,800,791,5,,6,1,415,41,115,29,35,10109,8,
2,9,2,,5,3,2,0,0,801,791,5,,6,1,415,41,115,29,35,10110,9,
1,9,,,5,,0,0,0,802,779,5,9,0,1,45,45,115,9,5,9535,4,3
2,9,4,,5,3,2,0,0,803,802,5,,12,1,515,51,115,49,35,10101,0,
2,9,4,,5,3,2,0,0,804,802,5,,12,1,515,51,115,49,35,10102,1,
2,9,4,,5,3,2,0,0,805,802,5,,12,1,515,51,115,49,35,10103,2,
2,9,4,,5,3,2,0,0,806,802,5,,12,1,515,51,115,49,35,10104,3,
2,9,4,,5,3,2,0,0,807,802,5,,12,1,515,51,115,49,35,10105,4,
2,9,4,,5,3,2,0,0,808,802,5,,12,1,515,51,115,49,35,10106,5,
2,9,4,,5,3,2,0,0,809,802,5,,12,1,515,51,115,49,35,10107,6,
2,9,4,,5,3,2,0,0,810,802,5,,12,1,515,51,115,49,35,10108,7,
2,9,4,,5,3,2,0,0,811,802,5,,12,1,515,51,115,49,35,10109,8,
2,9,4,,5,3,2,0,0,812,802,5,,12,1,515,51,115,49,35,10110,9,
1,9,,,5,,0,0,0,813,779,5,9,0,1,45,45,115,9,5,9537,6,3
2,9,6,,5,3,2,0,0,814,813,5,,18,1,615,61,115,69,35,10101,0,
2,9,6,,5,3,2,0,0,815,813,5,,18,1,615,61,115,69,35,10102,1,
2,9,6,,5,3,2,0,0,816,813,5,,18,1,615,61,115,69,35,10103,2,
2,9,6,,5,3,2,0,0,817,813,5,,18,1,615,61,115,69,35,10104,3,
2,9,6,,5,3,2,0,0,818,813,5,,18,1,615,61,115,69,35,10105,4,
2,9,6,,5,3,2,0,0,819,813,5,,18,1,615,61,115,69,35,10106,5,
2,9,6,,5,3,2,0,0,820,813,5,,18,1,615,61,115,69,35,10107,6,
2,9,6,,5,3,2,0,0,821,813,5,,18,1,615,61,115,69,35,10108,7,
2,9,6,,5,3,2,0,0,822,813,5,,18,1,615,61,115,69,35,10109,8,
2,9,6,,5,3,2,0,0,823,813,5,,18,1,615,61,115,69,35,10110,9,
1,9,,,5,,0,0,0,824,779,5,9,0,1,45,45,115,9,5,9539,8,3
2,9,8,,5,3,2,0,0,825,824,5,,24,1,715,71,115,89,35,10101,0,
2,9,8,,5,3,2,0,0,826,824,5,,24,1,715,71,115,89,35,10102,1,
2,9,8,,5,3,2,0,0,827,824,5,,24,1,715,71,115,89,35,10103,2,
2,9,8,,5,3,2,0,0,828,824,5,,24,1,715,71,115,89,35,10104,3,
2,9,8,,5,3,2,0,0,829,824,5,,24,1,715,71,115,89,35,10105,4,
2,9,8,,5,3,2,0,0,830,824,5,,24,1,715,71,115,89,35,10106,5,
2,9,8,,5,3,2,0,0,831,824,5,,24,1,715,71,115,89,35,10107,6,
2,9,8,,5,3,2,0,0,832,824,5,,24,1,715,71,115,89,35,10108,7,
2,9,8,,5,3,2,0,0,833,824,5,,24,1,715,71,115,89,35,10109,8,
2,9,8,,5,3,2,0,0,834,824,5,,24,1,715,71,115,89,35,10110,9,
1,9,,,5,,0,0,0,835,779,5,9,0,1,45,45,115,9,5,9582,1,8
2,9,1,,5,8,2,0,0,836,835,5,,8,1,815,81,115,19,85,10101,0,
2,9,1,,5,8,2,0,0,837,835,5,,8,1,815,81,115,19,85,10102,1,
2,9,1,,5,8,2,0,0,838,835,5,,8,1,815,81,115,19,85,10103,2,
2,9,1,,5,8,2,0,0,839,835,5,,8,1,815,81,115,19,85,10104,3,
2,9,1,,5,8,2,0,0,840,835,5,,8,1,815,81,115,19,85,10105,4,
2,9,1,,5,8,2,0,0,841,835,5,,8,1,815,81,115,19,85,10106,5,
2,9,1,,5,8,2,0,0,842,835,5,,8,1,815,81,115,19,85,10107,6,
2,9,1,,5,8,2,0,0,843,835,5,,8,1,815,81,115,19,85,10108,7,
2,9,1,,5,8,2,0,0,844,835,5,,8,1,815,81,115,19,85,10109,8,
2,9,1,,5,8,2,0,0,845,835,5,,8,1,815,81,115,19,85,10110,9,
1,9,,,5,,0,0,0,846,779,5,9,0,1,45,45,115,9,5,9584,3,8
2,9,3,,5,8,2,0,0,847,846,5,,24,1,915,91,115,39,85,10101,0,
2,9,3,,5,8,2,0,0,848,846,5,,24,1,915,91,115,39,85,10102,1,
2,9,3,,5,8,2,0,0,849,846,5,,24,1,915,91,115,39,85,10103,2,
2,9,3,,5,8,2,0,0,850,846,5,,24,1,915,91,115,39,85,10104,3,
2,9,3,,5,8,2,0,0,851,846,5,,24,1,915,91,115,39,85,10105,4,
2,9,3,,5,8,2,0,0,852,846,5,,24,1,915,91,115,39,85,10106,5,
2,9,3,,5,8,2,0,0,853,846,5,,24,1,915,91,115,39,85,10107,6,
2,9,3,,5,8,2,0,0,854,846,5,,24,1,915,91,115,39,85,10108,7,
2,9,3,,5,8,2,0,0,855,846,5,,24,1,915,91,115,39,85,10109,8,
2,9,3,,5,8,2,0,0,856,846,5,,24,1,915,91,115,39,85,10110,9,
1,9,,,5,,0,0,0,857,779,5,9,0,1,45,45,115,9,5,9586,5,8
2,9,5,,5,8,2,0,0,858,857,5,,40,1,1015,101,115,59,85,10101,0,
2,9,5,,5,8,2,0,0,859,857,5,,40,1,1015,101,115,59,85,10102,1,
2,9,5,,5,8,2,0,0,860,857,5,,40,1,1015,101,115,59,85,10103,2,
2,9,5,,5,8,2,0,0,861,857,5,,40,1,1015,101,115,59,85,10104,3,
2,9,5,,5,8,2,0,0,862,857,5,,40,1,1015,101,115,59,85,10105,4,
2,9,5,,5,8,2,0,0,863,857,5,,40,1,1015,101,115,59,85,10106,5,
2,9,5,,5,8,2,0,0,864,857,5,,40,1,1015,101,115,59,85,10107,6,
2,9,5,,5,8,2,0,0,865,857,5,,40,1,1015,101,115,59,85,10108,7,
2,9,5,,5,8,2,0,0,866,857,5,,40,1,1015,101,115,59,85,10109,8,
2,9,5,,5,8,2,0,0,867,857,5,,40,1,1015,101,115,59,85,10110,9,
1,9,,,5,,0,0,0,868,779,5,9,0,1,45,45,115,9,5,9588,7,8
2,9,7,,5,8,2,0,0,869,868,5,,56,1,1115,111,115,79,85,10101,0,
2,9,7,,5,8,2,0,0,870,868,5,,56,1,1115,111,115,79,85,10102,1,
2,9,7,,5,8,2,0,0,871,868,5,,56,1,1115,111,115,79,85,10103,2,
2,9,7,,5,8,2,0,0,872,868,5,,56,1,1115,111,115,79,85,10104,3,
2,9,7,,5,8,2,0,0,873,868,5,,56,1,1115,111,115,79,85,10105,4,
2,9,7,,5,8,2,0,0,874,868,5,,56,1,1115,111,115,79,85,10106,5,
2,9,7,,5,8,2,0,0,875,868,5,,56,1,1115,111,115,79,85,10107,6,
2,9,7,,5,8,2,0,0,876,868,5,,56,1,1115,111,115,79,85,10108,7,
2,9,7,,5,8,2,0,0,877,868,5,,56,1,1115,111,115,79,85,10109,8,
2,9,7,,5,8,2,0,0,878,868,5,,56,1,1115,111,115,79,85,10110,9,
1,9,,,5,,0,0,0,879,779,5,9,0,1,45,45,115,9,5,9590,9,8
2,9,9,,5,8,2,0,0,880,879,5,,72,1,1215,121,115,99,85,10101,0,
2,9,9,,5,8,2,0,0,881,879,5,,72,1,1215,121,115,99,85,10102,1,
2,9,9,,5,8,2,0,0,882,879,5,,72,1,1215,121,115,99,85,10103,2,
2,9,9,,5,8,2,0,0,883,879,5,,72,1,1215,121,115,99,85,10104,3,
2,9,9,,5,8,2,0,0,884,879,5,,72,1,1215,121,115,99,85,10105,4,
2,9,9,,5,8,2,0,0,885,879,5,,72,1,1215,121,115,99,85,10106,5,
2,9,9,,5,8,2,0,0,886,879,5,,72,1,1215,121,115,99,85,10107,6,
2,9,9,,5,8,2,0,0,887,879,5,,72,1,1215,121,115,99,85,10108,7,
2,9,9,,5,8,2,0,0,888,879,5,,72,1,1215,121,115,99,85,10109,8,
2,9,9,,5,8,2,0,0,889,879,5,,72,1,1215,121,115,99,85,10110,9,
