ordre,x0,x1,x2,x3,x4,y0,y1,y2,etat,solution,chemin_solution,no,no_parent,equation,a,b,c,n,rest,rest2
1,1,,,,,1,,,0,0,0,1,,"[1*1=1(0), 1*y1+x1*1=4(1), 1*y2+x1*y1+x2*1=7(2), x1*y2+x2*y1+x3*1=8(3), x2*y2+x3*y1+x4*1=2(4), x3*y2+x4*y1=0(5), x4*y2=0(6)]",1,1,1,4,1,1
2,1,4,,,,1,0,,0,0,1,2,1,"[1*1=1(0), 1*0+4*1=4(1), 1*y2+4*0+x2*1=7(2), 4*y2+x2*0+x3*1=8(3), x2*y2+x3*0+x4*1=2(4), x3*y2+x4*0=0(5), x4*y2=0(6)]",1,1,1,7,41,4
3,1,4,7,,,1,0,0,0,0,1,3,2,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+x3*1=8(3), 7*0+x3*0+x4*1=2(4), x3*0+x4*0=0(5), x4*0=0(6)]",1,,,8,741,7
4,1,4,7,0,,1,0,0,2,0,0,4,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+0*1=8(3), 7*0+0*0+x4*1=2(4), 0*0+x4*0=0(5), x4*0=0(6)]",1,,,2,741,0
4,1,4,7,1,,1,0,0,2,0,0,5,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+1*1=8(3), 7*0+1*0+x4*1=2(4), 1*0+x4*0=0(5), x4*0=0(6)]",1,,,2,1741,1
4,1,4,7,2,,1,0,0,2,0,0,6,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+2*1=8(3), 7*0+2*0+x4*1=2(4), 2*0+x4*0=0(5), x4*0=0(6)]",1,,,2,2741,2
4,1,4,7,3,,1,0,0,2,0,0,7,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+3*1=8(3), 7*0+3*0+x4*1=2(4), 3*0+x4*0=0(5), x4*0=0(6)]",1,,,2,3741,3
4,1,4,7,4,,1,0,0,2,0,0,8,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+4*1=8(3), 7*0+4*0+x4*1=2(4), 4*0+x4*0=0(5), x4*0=0(6)]",1,,,2,4741,4
4,1,4,7,5,,1,0,0,2,0,0,9,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+5*1=8(3), 7*0+5*0+x4*1=2(4), 5*0+x4*0=0(5), x4*0=0(6)]",1,,,2,5741,5
4,1,4,7,6,,1,0,0,2,0,0,10,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+6*1=8(3), 7*0+6*0+x4*1=2(4), 6*0+x4*0=0(5), x4*0=0(6)]",1,,,2,6741,6
4,1,4,7,7,,1,0,0,2,0,0,11,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+7*1=8(3), 7*0+7*0+x4*1=2(4), 7*0+x4*0=0(5), x4*0=0(6)]",1,,,2,7741,7
4,1,4,7,8,,1,0,0,0,0,1,12,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+x4*1=2(4), 8*0+x4*0=0(5), x4*0=0(6)]",1,,,2,8741,8
5,1,4,7,8,0,1,0,0,2,0,0,13,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+0*1=2(4), 8*0+0*0=0(5), 0*0=0(6)]",,,,0,8741,0
5,1,4,7,8,1,1,0,0,2,0,0,14,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+1*1=2(4), 8*0+1*0=0(5), 1*0=0(6)]",,,,0,18741,1
5,1,4,7,8,2,1,0,0,0,0,1,15,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+2*1=2(4), 8*0+2*0=0(5), 2*0=0(6)]",,,,0,28741,2
6,1,4,7,8,2,1,0,0,1,1,1,16,15,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+2*1=2(4), 8*0+2*0=0(5), 2*0=0(6)]",,,,0,28741,0
5,1,4,7,8,3,1,0,0,2,0,0,17,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+3*1=2(4), 8*0+3*0=0(5), 3*0=0(6)]",,,,0,38741,3
5,1,4,7,8,4,1,0,0,2,0,0,18,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+4*1=2(4), 8*0+4*0=0(5), 4*0=0(6)]",,,,0,48741,4
5,1,4,7,8,5,1,0,0,2,0,0,19,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+5*1=2(4), 8*0+5*0=0(5), 5*0=0(6)]",,,,0,58741,5
5,1,4,7,8,6,1,0,0,2,0,0,20,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+6*1=2(4), 8*0+6*0=0(5), 6*0=0(6)]",,,,0,68741,6
5,1,4,7,8,7,1,0,0,2,0,0,21,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+7*1=2(4), 8*0+7*0=0(5), 7*0=0(6)]",,,,0,78741,7
5,1,4,7,8,8,1,0,0,2,0,0,22,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+8*1=2(4), 8*0+8*0=0(5), 8*0=0(6)]",,,,0,88741,8
5,1,4,7,8,9,1,0,0,2,0,0,23,12,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+8*1=8(3), 7*0+8*0+9*1=2(4), 8*0+9*0=0(5), 9*0=0(6)]",,,,0,98741,9
4,1,4,7,9,,1,0,0,2,0,0,24,3,"[1*1=1(0), 1*0+4*1=4(1), 1*0+4*0+7*1=7(2), 4*0+7*0+9*1=8(3), 7*0+9*0+x4*1=2(4), 9*0+x4*0=0(5), x4*0=0(6)]",1,,,2,9741,9
3,1,4,6,,,1,0,1,0,0,0,25,2,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+x3*1=8(3), 6*1+x3*0+x4*1=2(4), x3*1+x4*0=0(5), x4*1=0(6)]",1,,,8,741,7
4,1,4,6,0,,1,0,1,2,0,0,26,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+0*1=8(3), 6*1+0*0+x4*1=2(4), 0*1+x4*0=0(5), x4*1=0(6)]",1,,,2,4741,4
4,1,4,6,1,,1,0,1,2,0,0,27,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+1*1=8(3), 6*1+1*0+x4*1=2(4), 1*1+x4*0=0(5), x4*1=0(6)]",1,,,2,5741,5
4,1,4,6,2,,1,0,1,2,0,0,28,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+2*1=8(3), 6*1+2*0+x4*1=2(4), 2*1+x4*0=0(5), x4*1=0(6)]",1,,,2,6741,6
4,1,4,6,3,,1,0,1,2,0,0,29,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+3*1=8(3), 6*1+3*0+x4*1=2(4), 3*1+x4*0=0(5), x4*1=0(6)]",1,,,2,7741,7
4,1,4,6,4,,1,0,1,0,0,0,30,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+x4*1=2(4), 4*1+x4*0=0(5), x4*1=0(6)]",1,,,2,8741,8
5,1,4,6,4,0,1,0,1,2,0,0,31,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+0*1=2(4), 4*1+0*0=0(5), 0*1=0(6)]",,,,0,68741,6
5,1,4,6,4,1,1,0,1,2,0,0,32,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+1*1=2(4), 4*1+1*0=0(5), 1*1=0(6)]",,,,0,78741,7
5,1,4,6,4,2,1,0,1,2,0,0,33,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+2*1=2(4), 4*1+2*0=0(5), 2*1=0(6)]",,,,0,88741,8
5,1,4,6,4,3,1,0,1,2,0,0,34,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+3*1=2(4), 4*1+3*0=0(5), 3*1=0(6)]",,,,0,98741,9
5,1,4,6,4,4,1,0,1,2,0,0,35,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+4*1=2(4), 4*1+4*0=0(5), 4*1=0(6)]",,,,0,108741,10
5,1,4,6,4,5,1,0,1,2,0,0,36,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+5*1=2(4), 4*1+5*0=0(5), 5*1=0(6)]",,,,0,118741,11
5,1,4,6,4,6,1,0,1,0,0,0,37,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+6*1=2(4), 4*1+6*0=0(5), 6*1=0(6)]",,,,0,128741,12
6,1,4,6,4,6,1,0,1,2,0,0,38,37,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+6*1=2(4), 4*1+6*0=0(5), 6*1=0(6)]",,,,0,528741,5
5,1,4,6,4,7,1,0,1,2,0,0,39,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+7*1=2(4), 4*1+7*0=0(5), 7*1=0(6)]",,,,0,138741,13
5,1,4,6,4,8,1,0,1,2,0,0,40,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+8*1=2(4), 4*1+8*0=0(5), 8*1=0(6)]",,,,0,148741,14
5,1,4,6,4,9,1,0,1,2,0,0,41,30,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+4*1=8(3), 6*1+4*0+9*1=2(4), 4*1+9*0=0(5), 9*1=0(6)]",,,,0,158741,15
4,1,4,6,5,,1,0,1,2,0,0,42,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+5*1=8(3), 6*1+5*0+x4*1=2(4), 5*1+x4*0=0(5), x4*1=0(6)]",1,,,2,9741,9
4,1,4,6,6,,1,0,1,2,0,0,43,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+6*1=8(3), 6*1+6*0+x4*1=2(4), 6*1+x4*0=0(5), x4*1=0(6)]",1,,,2,10741,10
4,1,4,6,7,,1,0,1,2,0,0,44,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+7*1=8(3), 6*1+7*0+x4*1=2(4), 7*1+x4*0=0(5), x4*1=0(6)]",1,,,2,11741,11
4,1,4,6,8,,1,0,1,2,0,0,45,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+8*1=8(3), 6*1+8*0+x4*1=2(4), 8*1+x4*0=0(5), x4*1=0(6)]",1,,,2,12741,12
4,1,4,6,9,,1,0,1,2,0,0,46,25,"[1*1=1(0), 1*0+4*1=4(1), 1*1+4*0+6*1=7(2), 4*1+6*0+9*1=8(3), 6*1+9*0+x4*1=2(4), 9*1+x4*0=0(5), x4*1=0(6)]",1,,,2,13741,13
3,1,4,5,,,1,0,2,0,0,0,47,2,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+x3*1=8(3), 5*2+x3*0+x4*1=2(4), x3*2+x4*0=0(5), x4*2=0(6)]",1,,,8,741,7
4,1,4,5,0,,1,0,2,0,0,0,48,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+x4*1=2(4), 0*2+x4*0=0(5), x4*2=0(6)]",1,,,2,8741,8
5,1,4,5,0,0,1,0,2,2,0,0,49,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+0*1=2(4), 0*2+0*0=0(5), 0*2=0(6)]",,,,0,108741,10
5,1,4,5,0,1,1,0,2,2,0,0,50,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+1*1=2(4), 0*2+1*0=0(5), 1*2=0(6)]",,,,0,118741,11
5,1,4,5,0,2,1,0,2,0,0,0,51,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+2*1=2(4), 0*2+2*0=0(5), 2*2=0(6)]",,,,0,128741,12
6,1,4,5,0,2,1,0,2,2,0,0,52,51,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+2*1=2(4), 0*2+2*0=0(5), 2*2=0(6)]",,,,0,128741,1
5,1,4,5,0,3,1,0,2,2,0,0,53,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+3*1=2(4), 0*2+3*0=0(5), 3*2=0(6)]",,,,0,138741,13
5,1,4,5,0,4,1,0,2,2,0,0,54,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+4*1=2(4), 0*2+4*0=0(5), 4*2=0(6)]",,,,0,148741,14
5,1,4,5,0,5,1,0,2,2,0,0,55,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+5*1=2(4), 0*2+5*0=0(5), 5*2=0(6)]",,,,0,158741,15
5,1,4,5,0,6,1,0,2,2,0,0,56,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+6*1=2(4), 0*2+6*0=0(5), 6*2=0(6)]",,,,0,168741,16
5,1,4,5,0,7,1,0,2,2,0,0,57,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+7*1=2(4), 0*2+7*0=0(5), 7*2=0(6)]",,,,0,178741,17
5,1,4,5,0,8,1,0,2,2,0,0,58,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+8*1=2(4), 0*2+8*0=0(5), 8*2=0(6)]",,,,0,188741,18
5,1,4,5,0,9,1,0,2,2,0,0,59,48,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+0*1=8(3), 5*2+0*0+9*1=2(4), 0*2+9*0=0(5), 9*2=0(6)]",,,,0,198741,19
4,1,4,5,1,,1,0,2,2,0,0,60,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+1*1=8(3), 5*2+1*0+x4*1=2(4), 1*2+x4*0=0(5), x4*2=0(6)]",1,,,2,9741,9
4,1,4,5,2,,1,0,2,2,0,0,61,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+2*1=8(3), 5*2+2*0+x4*1=2(4), 2*2+x4*0=0(5), x4*2=0(6)]",1,,,2,10741,10
4,1,4,5,3,,1,0,2,2,0,0,62,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+3*1=8(3), 5*2+3*0+x4*1=2(4), 3*2+x4*0=0(5), x4*2=0(6)]",1,,,2,11741,11
4,1,4,5,4,,1,0,2,2,0,0,63,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+4*1=8(3), 5*2+4*0+x4*1=2(4), 4*2+x4*0=0(5), x4*2=0(6)]",1,,,2,12741,12
4,1,4,5,5,,1,0,2,2,0,0,64,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+5*1=8(3), 5*2+5*0+x4*1=2(4), 5*2+x4*0=0(5), x4*2=0(6)]",1,,,2,13741,13
4,1,4,5,6,,1,0,2,2,0,0,65,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+6*1=8(3), 5*2+6*0+x4*1=2(4), 6*2+x4*0=0(5), x4*2=0(6)]",1,,,2,14741,14
4,1,4,5,7,,1,0,2,2,0,0,66,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+7*1=8(3), 5*2+7*0+x4*1=2(4), 7*2+x4*0=0(5), x4*2=0(6)]",1,,,2,15741,15
4,1,4,5,8,,1,0,2,2,0,0,67,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+8*1=8(3), 5*2+8*0+x4*1=2(4), 8*2+x4*0=0(5), x4*2=0(6)]",1,,,2,16741,16
4,1,4,5,9,,1,0,2,2,0,0,68,47,"[1*1=1(0), 1*0+4*1=4(1), 1*2+4*0+5*1=7(2), 4*2+5*0+9*1=8(3), 5*2+9*0+x4*1=2(4), 9*2+x4*0=0(5), x4*2=0(6)]",1,,,2,17741,17
3,1,4,4,,,1,0,3,0,0,0,69,2,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+x3*1=8(3), 4*3+x3*0+x4*1=2(4), x3*3+x4*0=0(5), x4*3=0(6)]",1,,,8,741,7
4,1,4,4,0,,1,0,3,2,0,0,70,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+0*1=8(3), 4*3+0*0+x4*1=2(4), 0*3+x4*0=0(5), x4*3=0(6)]",1,,,2,12741,12
4,1,4,4,1,,1,0,3,2,0,0,71,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+1*1=8(3), 4*3+1*0+x4*1=2(4), 1*3+x4*0=0(5), x4*3=0(6)]",1,,,2,13741,13
4,1,4,4,2,,1,0,3,2,0,0,72,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+2*1=8(3), 4*3+2*0+x4*1=2(4), 2*3+x4*0=0(5), x4*3=0(6)]",1,,,2,14741,14
4,1,4,4,3,,1,0,3,2,0,0,73,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+3*1=8(3), 4*3+3*0+x4*1=2(4), 3*3+x4*0=0(5), x4*3=0(6)]",1,,,2,15741,15
4,1,4,4,4,,1,0,3,2,0,0,74,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+4*1=8(3), 4*3+4*0+x4*1=2(4), 4*3+x4*0=0(5), x4*3=0(6)]",1,,,2,16741,16
4,1,4,4,5,,1,0,3,2,0,0,75,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+5*1=8(3), 4*3+5*0+x4*1=2(4), 5*3+x4*0=0(5), x4*3=0(6)]",1,,,2,17741,17
4,1,4,4,6,,1,0,3,0,0,0,76,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+x4*1=2(4), 6*3+x4*0=0(5), x4*3=0(6)]",1,,,2,18741,18
5,1,4,4,6,0,1,0,3,2,0,0,77,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+0*1=2(4), 6*3+0*0=0(5), 0*3=0(6)]",,,,0,138741,13
5,1,4,4,6,1,1,0,3,2,0,0,78,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+1*1=2(4), 6*3+1*0=0(5), 1*3=0(6)]",,,,0,148741,14
5,1,4,4,6,2,1,0,3,2,0,0,79,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+2*1=2(4), 6*3+2*0=0(5), 2*3=0(6)]",,,,0,158741,15
5,1,4,4,6,3,1,0,3,2,0,0,80,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+3*1=2(4), 6*3+3*0=0(5), 3*3=0(6)]",,,,0,168741,16
5,1,4,4,6,4,1,0,3,2,0,0,81,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+4*1=2(4), 6*3+4*0=0(5), 4*3=0(6)]",,,,0,178741,17
5,1,4,4,6,5,1,0,3,2,0,0,82,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+5*1=2(4), 6*3+5*0=0(5), 5*3=0(6)]",,,,0,188741,18
5,1,4,4,6,6,1,0,3,2,0,0,83,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+6*1=2(4), 6*3+6*0=0(5), 6*3=0(6)]",,,,0,198741,19
5,1,4,4,6,7,1,0,3,2,0,0,84,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+7*1=2(4), 6*3+7*0=0(5), 7*3=0(6)]",,,,0,208741,20
5,1,4,4,6,8,1,0,3,2,0,0,85,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+8*1=2(4), 6*3+8*0=0(5), 8*3=0(6)]",,,,0,218741,21
5,1,4,4,6,9,1,0,3,0,0,0,86,76,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+9*1=2(4), 6*3+9*0=0(5), 9*3=0(6)]",,,,0,228741,22
6,1,4,4,6,9,1,0,3,2,0,0,87,86,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+6*1=8(3), 4*3+6*0+9*1=2(4), 6*3+9*0=0(5), 9*3=0(6)]",,,,0,2028741,20
4,1,4,4,7,,1,0,3,2,0,0,88,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+7*1=8(3), 4*3+7*0+x4*1=2(4), 7*3+x4*0=0(5), x4*3=0(6)]",1,,,2,19741,19
4,1,4,4,8,,1,0,3,2,0,0,89,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+8*1=8(3), 4*3+8*0+x4*1=2(4), 8*3+x4*0=0(5), x4*3=0(6)]",1,,,2,20741,20
4,1,4,4,9,,1,0,3,2,0,0,90,69,"[1*1=1(0), 1*0+4*1=4(1), 1*3+4*0+4*1=7(2), 4*3+4*0+9*1=8(3), 4*3+9*0+x4*1=2(4), 9*3+x4*0=0(5), x4*3=0(6)]",1,,,2,21741,21
3,1,4,3,,,1,0,4,0,0,0,91,2,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+x3*1=8(3), 3*4+x3*0+x4*1=2(4), x3*4+x4*0=0(5), x4*4=0(6)]",1,,,8,741,7
4,1,4,3,0,,1,0,4,2,0,0,92,91,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+0*1=8(3), 3*4+0*0+x4*1=2(4), 0*4+x4*0=0(5), x4*4=0(6)]",1,,,2,16741,16
4,1,4,3,1,,1,0,4,2,0,0,93,91,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+1*1=8(3), 3*4+1*0+x4*1=2(4), 1*4+x4*0=0(5), x4*4=0(6)]",1,,,2,17741,17
4,1,4,3,2,,1,0,4,0,0,0,94,91,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+x4*1=2(4), 2*4+x4*0=0(5), x4*4=0(6)]",1,,,2,18741,18
5,1,4,3,2,0,1,0,4,2,0,0,95,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+0*1=2(4), 2*4+0*0=0(5), 0*4=0(6)]",,,,0,138741,13
5,1,4,3,2,1,1,0,4,2,0,0,96,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+1*1=2(4), 2*4+1*0=0(5), 1*4=0(6)]",,,,0,148741,14
5,1,4,3,2,2,1,0,4,2,0,0,97,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+2*1=2(4), 2*4+2*0=0(5), 2*4=0(6)]",,,,0,158741,15
5,1,4,3,2,3,1,0,4,2,0,0,98,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+3*1=2(4), 2*4+3*0=0(5), 3*4=0(6)]",,,,0,168741,16
5,1,4,3,2,4,1,0,4,2,0,0,99,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+4*1=2(4), 2*4+4*0=0(5), 4*4=0(6)]",,,,0,178741,17
5,1,4,3,2,5,1,0,4,2,0,0,100,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+5*1=2(4), 2*4+5*0=0(5), 5*4=0(6)]",,,,0,188741,18
5,1,4,3,2,6,1,0,4,2,0,0,101,94,"[1*1=1(0), 1*0+4*1=4(1), 1*4+4*0+3*1=7(2), 4*4+3*0+2*1=8(3), 3*4+2*0+6*1=2(4), 2*4+6*0=0(5), 6*4=0(6)]",,,,0,198741,19
