ordre,x0,x1,x2,x3,y0,y1,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2
3,3,1,4,,3,9,0,0,0,407,402,3,,,9,2409,24
4,3,1,4,0,3,9,2,0,0,408,407,,,,0,38409,38
4,3,1,4,1,3,9,2,0,0,409,407,,,,0,41409,41
4,3,1,4,2,3,9,2,0,0,410,407,,,,0,44409,44
4,3,1,4,3,3,9,2,0,0,411,407,,,,0,47409,47
4,3,1,4,4,3,9,2,0,0,412,407,,,,0,50409,50
4,3,1,4,5,3,9,2,0,0,413,407,,,,0,53409,53
4,3,1,4,6,3,9,2,0,0,414,407,,,,0,56409,56
4,3,1,4,7,3,9,2,0,0,415,407,,,,0,59409,59
4,3,1,4,8,3,9,2,0,0,416,407,,,,0,62409,62
4,3,1,4,9,3,9,2,0,0,417,407,,,,0,65409,65
3,3,1,5,,3,9,2,0,0,418,402,3,,,9,2709,27
3,3,1,6,,3,9,2,0,0,419,402,3,,,9,3009,30
3,3,1,7,,3,9,2,0,0,420,402,3,,,9,3309,33
3,3,1,8,,3,9,2,0,0,421,402,3,,,9,3609,36
3,3,1,9,,3,9,2,0,0,422,402,3,,,9,3909,39
1,7,,,,7,,0,0,1,423,,7,7,7,0,49,49
2,7,8,,,7,0,0,0,0,424,423,7,,,4,609,60
3,7,8,0,,7,0,2,0,0,425,424,7,,,9,609,6
3,7,8,1,,7,0,2,0,0,426,424,7,,,9,1309,13
3,7,8,2,,7,0,2,0,0,427,424,7,,,9,2009,20
3,7,8,3,,7,0,2,0,0,428,424,7,,,9,2709,27
3,7,8,4,,7,0,0,0,0,429,424,7,,,9,3409,34
4,7,8,4,0,7,0,2,0,0,430,429,,,,0,3409,3
4,7,8,4,1,7,0,2,0,0,431,429,,,,0,10409,10
4,7,8,4,2,7,0,2,0,0,432,429,,,,0,17409,17
4,7,8,4,3,7,0,2,0,0,433,429,,,,0,24409,24
4,7,8,4,4,7,0,2,0,0,434,429,,,,0,31409,31
4,7,8,4,5,7,0,2,0,0,435,429,,,,0,38409,38
4,7,8,4,6,7,0,2,0,0,436,429,,,,0,45409,45
4,7,8,4,7,7,0,2,0,0,437,429,,,,0,52409,52
4,7,8,4,8,7,0,2,0,0,438,429,,,,0,59409,59
4,7,8,4,9,7,0,2,0,0,439,429,,,,0,66409,66
3,7,8,5,,7,0,2,0,0,440,424,7,,,9,4109,41
3,7,8,6,,7,0,2,0,0,441,424,7,,,9,4809,48
3,7,8,7,,7,0,2,0,0,442,424,7,,,9,5509,55
3,7,8,8,,7,0,2,0,0,443,424,7,,,9,6209,62
3,7,8,9,,7,0,2,0,0,444,424,7,,,9,6909,69
2,7,7,,,7,1,0,0,0,445,423,7,,,4,609,60
3,7,7,0,,7,1,2,0,0,446,445,7,,,9,1309,13
3,7,7,1,,7,1,2,0,0,447,445,7,,,9,2009,20
3,7,7,2,,7,1,2,0,0,448,445,7,,,9,2709,27
3,7,7,3,,7,1,0,0,0,449,445,7,,,9,3409,34
4,7,7,3,0,7,1,2,0,0,450,449,,,,0,6409,6
4,7,7,3,1,7,1,2,0,0,451,449,,,,0,13409,13
4,7,7,3,2,7,1,2,0,0,452,449,,,,0,20409,20
4,7,7,3,3,7,1,2,0,0,453,449,,,,0,27409,27
4,7,7,3,4,7,1,2,0,0,454,449,,,,0,34409,34
4,7,7,3,5,7,1,2,0,0,455,449,,,,0,41409,41
4,7,7,3,6,7,1,2,0,0,456,449,,,,0,48409,48
4,7,7,3,7,7,1,2,0,0,457,449,,,,0,55409,55
4,7,7,3,8,7,1,2,0,0,458,449,,,,0,62409,62
4,7,7,3,9,7,1,2,0,0,459,449,,,,0,69409,69
3,7,7,4,,7,1,2,0,0,460,445,7,,,9,4109,41
3,7,7,5,,7,1,2,0,0,461,445,7,,,9,4809,48
3,7,7,6,,7,1,2,0,0,462,445,7,,,9,5509,55
3,7,7,7,,7,1,2,0,0,463,445,7,,,9,6209,62
3,7,7,8,,7,1,2,0,0,464,445,7,,,9,6909,69
3,7,7,9,,7,1,2,0,0,465,445,7,,,9,7609,76
2,7,6,,,7,2,0,0,0,466,423,7,,,4,609,60
3,7,6,0,,7,2,2,0,0,467,466,7,,,9,1809,18
3,7,6,1,,7,2,2,0,0,468,466,7,,,9,2509,25
3,7,6,2,,7,2,2,0,0,469,466,7,,,9,3209,32
3,7,6,3,,7,2,2,0,0,470,466,7,,,9,3909,39
3,7,6,4,,7,2,2,0,0,471,466,7,,,9,4609,46
3,7,6,5,,7,2,2,0,0,472,466,7,,,9,5309,53
3,7,6,6,,7,2,2,0,0,473,466,7,,,9,6009,60
3,7,6,7,,7,2,2,0,0,474,466,7,,,9,6709,67
3,7,6,8,,7,2,0,0,0,475,466,7,,,9,7409,74
4,7,6,8,0,7,2,2,0,0,476,475,,,,0,23409,23
4,7,6,8,1,7,2,2,0,0,477,475,,,,0,30409,30
4,7,6,8,2,7,2,2,0,0,478,475,,,,0,37409,37
4,7,6,8,3,7,2,2,0,0,479,475,,,,0,44409,44
4,7,6,8,4,7,2,2,0,0,480,475,,,,0,51409,51
4,7,6,8,5,7,2,2,0,0,481,475,,,,0,58409,58
4,7,6,8,6,7,2,2,0,0,482,475,,,,0,65409,65
4,7,6,8,7,7,2,2,0,0,483,475,,,,0,72409,72
4,7,6,8,8,7,2,2,0,0,484,475,,,,0,79409,79
4,7,6,8,9,7,2,2,0,0,485,475,,,,0,86409,86
3,7,6,9,,7,2,2,0,0,486,466,7,,,9,8109,81
2,7,5,,,7,3,0,0,0,487,423,7,,,4,609,60
3,7,5,0,,7,3,2,0,0,488,487,7,,,9,2109,21
3,7,5,1,,7,3,2,0,0,489,487,7,,,9,2809,28
3,7,5,2,,7,3,2,0,0,490,487,7,,,9,3509,35
3,7,5,3,,7,3,2,0,0,491,487,7,,,9,4209,42
3,7,5,4,,7,3,2,0,0,492,487,7,,,9,4909,49
3,7,5,5,,7,3,2,0,0,493,487,7,,,9,5609,56
3,7,5,6,,7,3,2,0,0,494,487,7,,,9,6309,63
3,7,5,7,,7,3,2,0,0,495,487,7,,,9,7009,70
3,7,5,8,,7,3,2,0,0,496,487,7,,,9,7709,77
3,7,5,9,,7,3,0,0,0,497,487,7,,,9,8409,84
4,7,5,9,0,7,3,2,0,0,498,497,,,,0,35409,35
4,7,5,9,1,7,3,2,0,0,499,497,,,,0,42409,42
4,7,5,9,2,7,3,2,0,0,500,497,,,,0,49409,49
4,7,5,9,3,7,3,2,0,0,501,497,,,,0,56409,56
4,7,5,9,4,7,3,2,0,0,502,497,,,,0,63409,63
4,7,5,9,5,7,3,2,0,0,503,497,,,,0,70409,70
4,7,5,9,6,7,3,2,0,0,504,497,,,,0,77409,77
4,7,5,9,7,7,3,2,0,0,505,497,,,,0,84409,84
4,7,5,9,8,7,3,2,0,0,506,497,,,,0,91409,91
4,7,5,9,9,7,3,2,0,0,507,497,,,,0,98409,98
2,7,4,,,7,4,0,0,0,508,423,7,,,4,609,60
3,7,4,0,,7,4,2,0,0,509,508,7,,,9,2209,22
3,7,4,1,,7,4,2,0,0,510,508,7,,,9,2909,29
3,7,4,2,,7,4,2,0,0,511,508,7,,,9,3609,36
3,7,4,3,,7,4,2,0,0,512,508,7,,,9,4309,43
3,7,4,4,,7,4,2,0,0,513,508,7,,,9,5009,50
3,7,4,5,,7,4,2,0,0,514,508,7,,,9,5709,57
3,7,4,6,,7,4,0,0,0,515,508,7,,,9,6409,64
4,7,4,6,0,7,4,2,0,0,516,515,,,,0,30409,30
4,7,4,6,1,7,4,2,0,0,517,515,,,,0,37409,37
4,7,4,6,2,7,4,2,0,0,518,515,,,,0,44409,44
4,7,4,6,3,7,4,2,0,0,519,515,,,,0,51409,51
4,7,4,6,4,7,4,2,0,0,520,515,,,,0,58409,58
4,7,4,6,5,7,4,2,0,0,521,515,,,,0,65409,65
4,7,4,6,6,7,4,2,0,0,522,515,,,,0,72409,72
4,7,4,6,7,7,4,2,0,0,523,515,,,,0,79409,79
4,7,4,6,8,7,4,2,0,0,524,515,,,,0,86409,86
4,7,4,6,9,7,4,2,0,0,525,515,,,,0,93409,93
3,7,4,7,,7,4,2,0,0,526,508,7,,,9,7109,71
3,7,4,8,,7,4,2,0,0,527,508,7,,,9,7809,78
3,7,4,9,,7,4,2,0,0,528,508,7,,,9,8509,85
2,7,3,,,7,5,0,0,0,529,423,7,,,4,609,60
3,7,3,0,,7,5,2,0,0,530,529,7,,,9,2109,21
3,7,3,1,,7,5,2,0,0,531,529,7,,,9,2809,28
3,7,3,2,,7,5,2,0,0,532,529,7,,,9,3509,35
3,7,3,3,,7,5,2,0,0,533,529,7,,,9,4209,42
3,7,3,4,,7,5,2,0,0,534,529,7,,,9,4909,49
3,7,3,5,,7,5,2,0,0,535,529,7,,,9,5609,56
3,7,3,6,,7,5,2,0,0,536,529,7,,,9,6309,63
3,7,3,7,,7,5,2,0,0,537,529,7,,,9,7009,70
3,7,3,8,,7,5,2,0,0,538,529,7,,,9,7709,77
3,7,3,9,,7,5,0,0,0,539,529,7,,,9,8409,84
4,7,3,9,0,7,5,2,0,0,540,539,,,,0,53409,53
4,7,3,9,1,7,5,2,0,0,541,539,,,,0,60409,60
4,7,3,9,2,7,5,2,0,0,542,539,,,,0,67409,67
4,7,3,9,3,7,5,2,0,0,543,539,,,,0,74409,74
4,7,3,9,4,7,5,2,0,0,544,539,,,,0,81409,81
4,7,3,9,5,7,5,2,0,0,545,539,,,,0,88409,88
4,7,3,9,6,7,5,2,0,0,546,539,,,,0,95409,95
4,7,3,9,7,7,5,2,0,0,547,539,,,,0,102409,102
4,7,3,9,8,7,5,2,0,0,548,539,,,,0,109409,109
4,7,3,9,9,7,5,2,0,0,549,539,,,,0,116409,116
2,7,2,,,7,6,0,0,0,550,423,7,,,4,609,60
3,7,2,0,,7,6,2,0,0,551,550,7,,,9,1809,18
3,7,2,1,,7,6,2,0,0,552,550,7,,,9,2509,25
3,7,2,2,,7,6,2,0,0,553,550,7,,,9,3209,32
3,7,2,3,,7,6,2,0,0,554,550,7,,,9,3909,39
3,7,2,4,,7,6,2,0,0,555,550,7,,,9,4609,46
3,7,2,5,,7,6,2,0,0,556,550,7,,,9,5309,53
3,7,2,6,,7,6,2,0,0,557,550,7,,,9,6009,60
3,7,2,7,,7,6,2,0,0,558,550,7,,,9,6709,67
3,7,2,8,,7,6,0,0,0,559,550,7,,,9,7409,74
4,7,2,8,0,7,6,2,0,0,560,559,,,,0,55409,55
4,7,2,8,1,7,6,2,0,0,561,559,,,,0,62409,62
4,7,2,8,2,7,6,2,0,0,562,559,,,,0,69409,69
4,7,2,8,3,7,6,2,0,0,563,559,,,,0,76409,76
4,7,2,8,4,7,6,2,0,0,564,559,,,,0,83409,83
4,7,2,8,5,7,6,2,0,0,565,559,,,,0,90409,90
4,7,2,8,6,7,6,2,0,0,566,559,,,,0,97409,97
4,7,2,8,7,7,6,2,0,0,567,559,,,,0,104409,104
4,7,2,8,8,7,6,2,0,0,568,559,,,,0,111409,111
4,7,2,8,9,7,6,2,0,0,569,559,,,,0,118409,118
3,7,2,9,,7,6,2,0,0,570,550,7,,,9,8109,81
2,7,1,,,7,7,0,0,0,571,423,7,,,4,609,60
3,7,1,0,,7,7,2,0,0,572,571,7,,,9,1309,13
3,7,1,1,,7,7,2,0,0,573,571,7,,,9,2009,20
3,7,1,2,,7,7,2,0,0,574,571,7,,,9,2709,27
3,7,1,3,,7,7,0,0,0,575,571,7,,,9,3409,34
4,7,1,3,0,7,7,2,0,0,576,575,,,,0,24409,24
4,7,1,3,1,7,7,2,0,0,577,575,,,,0,31409,31
4,7,1,3,2,7,7,2,0,0,578,575,,,,0,38409,38
4,7,1,3,3,7,7,2,0,0,579,575,,,,0,45409,45
4,7,1,3,4,7,7,2,0,0,580,575,,,,0,52409,52
4,7,1,3,5,7,7,2,0,0,581,575,,,,0,59409,59
4,7,1,3,6,7,7,2,0,0,582,575,,,,0,66409,66
4,7,1,3,7,7,7,2,0,0,583,575,,,,0,73409,73
4,7,1,3,8,7,7,2,0,0,584,575,,,,0,80409,80
4,7,1,3,9,7,7,2,0,0,585,575,,,,0,87409,87
3,7,1,4,,7,7,2,0,0,586,571,7,,,9,4109,41
3,7,1,5,,7,7,2,0,0,587,571,7,,,9,4809,48
3,7,1,6,,7,7,2,0,0,588,571,7,,,9,5509,55
3,7,1,7,,7,7,2,0,0,589,571,7,,,9,6209,62
3,7,1,8,,7,7,2,0,0,590,571,7,,,9,6909,69
3,7,1,9,,7,7,2,0,0,591,571,7,,,9,7609,76
2,7,0,,,7,8,0,0,0,592,423,7,,,4,609,60
3,7,0,0,,7,8,2,0,0,593,592,7,,,9,609,6
3,7,0,1,,7,8,2,0,0,594,592,7,,,9,1309,13
3,7,0,2,,7,8,2,0,0,595,592,7,,,9,2009,20
3,7,0,3,,7,8,2,0,0,596,592,7,,,9,2709,27
3,7,0,4,,7,8,0,0,0,597,592,7,,,9,3409,34
4,7,0,4,0,7,8,2,0,0,598,597,,,,0,35409,35
4,7,0,4,1,7,8,2,0,0,599,597,,,,0,42409,42
4,7,0,4,2,7,8,2,0,0,600,597,,,,0,49409,49
4,7,0,4,3,7,8,2,0,0,601,597,,,,0,56409,56
4,7,0,4,4,7,8,2,0,0,602,597,,,,0,63409,63
4,7,0,4,5,7,8,2,0,0,603,597,,,,0,70409,70
4,7,0,4,6,7,8,2,0,0,604,597,,,,0,77409,77
4,7,0,4,7,7,8,2,0,0,605,597,,,,0,84409,84
4,7,0,4,8,7,8,2,0,0,606,597,,,,0,91409,91
4,7,0,4,9,7,8,2,0,0,607,597,,,,0,98409,98
3,7,0,5,,7,8,2,0,0,608,592,7,,,9,4109,41
3,7,0,6,,7,8,2,0,0,609,592,7,,,9,4809,48
3,7,0,7,,7,8,2,0,0,610,592,7,,,9,5509,55
3,7,0,8,,7,8,2,0,0,611,592,7,,,9,6209,62
3,7,0,9,,7,8,2,0,0,612,592,7,,,9,6909,69
2,7,9,,,7,9,0,0,1,613,423,7,,,4,1309,130
3,7,9,0,,7,9,0,0,1,614,613,7,,,9,9409,94
4,7,9,0,0,7,9,1,1,1,615,614,,,,0,9409,9
4,7,9,0,1,7,9,2,0,0,616,614,,,,0,16409,16
4,7,9,0,2,7,9,2,0,0,617,614,,,,0,23409,23
4,7,9,0,3,7,9,2,0,0,618,614,,,,0,30409,30
4,7,9,0,4,7,9,2,0,0,619,614,,,,0,37409,37
4,7,9,0,5,7,9,2,0,0,620,614,,,,0,44409,44
4,7,9,0,6,7,9,2,0,0,621,614,,,,0,51409,51
4,7,9,0,7,7,9,2,0,0,622,614,,,,0,58409,58
4,7,9,0,8,7,9,2,0,0,623,614,,,,0,65409,65
4,7,9,0,9,7,9,2,0,0,624,614,,,,0,72409,72
3,7,9,1,,7,9,2,0,0,625,613,7,,,9,10109,101
3,7,9,2,,7,9,2,0,0,626,613,7,,,9,10809,108
3,7,9,3,,7,9,2,0,0,627,613,7,,,9,11509,115
3,7,9,4,,7,9,2,0,0,628,613,7,,,9,12209,122
3,7,9,5,,7,9,2,0,0,629,613,7,,,9,12909,129
3,7,9,6,,7,9,2,0,0,630,613,7,,,9,13609,136
3,7,9,7,,7,9,2,0,0,631,613,7,,,9,14309,143
3,7,9,8,,7,9,2,0,0,632,613,7,,,9,15009,150
3,7,9,9,,7,9,2,0,0,633,613,7,,,9,15709,157
1,9,,,,1,,0,0,1,634,,1,9,9,0,9,9
2,9,0,,,1,0,0,0,1,635,634,1,,,4,9,0
3,9,0,0,,1,0,2,0,0,636,635,1,,,9,9,0
3,9,0,1,,1,0,2,0,0,637,635,1,,,9,109,1
3,9,0,2,,1,0,2,0,0,638,635,1,,,9,209,2
3,9,0,3,,1,0,2,0,0,639,635,1,,,9,309,3
3,9,0,4,,1,0,0,0,1,640,635,1,,,9,409,4
4,9,0,4,0,1,0,2,0,0,641,640,,,,0,409,0
4,9,0,4,1,1,0,2,0,0,642,640,,,,0,1409,1
4,9,0,4,2,1,0,2,0,0,643,640,,,,0,2409,2
4,9,0,4,3,1,0,2,0,0,644,640,,,,0,3409,3
4,9,0,4,4,1,0,2,0,0,645,640,,,,0,4409,4
4,9,0,4,5,1,0,2,0,0,646,640,,,,0,5409,5
4,9,0,4,6,1,0,2,0,0,647,640,,,,0,6409,6
4,9,0,4,7,1,0,2,0,0,648,640,,,,0,7409,7
4,9,0,4,8,1,0,2,0,0,649,640,,,,0,8409,8
4,9,0,4,9,1,0,1,1,1,650,640,,,,0,9409,9
3,9,0,5,,1,0,2,0,0,651,635,1,,,9,509,5
3,9,0,6,,1,0,2,0,0,652,635,1,,,9,609,6
3,9,0,7,,1,0,2,0,0,653,635,1,,,9,709,7
3,9,0,8,,1,0,2,0,0,654,635,1,,,9,809,8
3,9,0,9,,1,0,2,0,0,655,635,1,,,9,909,9
2,9,1,,,1,1,0,0,0,656,634,1,,,4,109,10
3,9,1,0,,1,1,2,0,0,657,656,1,,,9,209,2
3,9,1,1,,1,1,2,0,0,658,656,1,,,9,309,3
3,9,1,2,,1,1,0,0,0,659,656,1,,,9,409,4
4,9,1,2,0,1,1,2,0,0,660,659,,,,0,2409,2
4,9,1,2,1,1,1,2,0,0,661,659,,,,0,3409,3
4,9,1,2,2,1,1,2,0,0,662,659,,,,0,4409,4
4,9,1,2,3,1,1,2,0,0,663,659,,,,0,5409,5
4,9,1,2,4,1,1,2,0,0,664,659,,,,0,6409,6
4,9,1,2,5,1,1,2,0,0,665,659,,,,0,7409,7
4,9,1,2,6,1,1,2,0,0,666,659,,,,0,8409,8
4,9,1,2,7,1,1,2,0,0,667,659,,,,0,9409,9
4,9,1,2,8,1,1,2,0,0,668,659,,,,0,10409,10
4,9,1,2,9,1,1,2,0,0,669,659,,,,0,11409,11
3,9,1,3,,1,1,2,0,0,670,656,1,,,9,509,5
3,9,1,4,,1,1,2,0,0,671,656,1,,,9,609,6
3,9,1,5,,1,1,2,0,0,672,656,1,,,9,709,7
3,9,1,6,,1,1,2,0,0,673,656,1,,,9,809,8
3,9,1,7,,1,1,2,0,0,674,656,1,,,9,909,9
3,9,1,8,,1,1,2,0,0,675,656,1,,,9,1009,10
3,9,1,9,,1,1,2,0,0,676,656,1,,,9,1109,11
2,9,2,,,1,2,0,0,0,677,634,1,,,4,209,20
3,9,2,0,,1,2,2,0,0,678,677,1,,,9,609,6
3,9,2,1,,1,2,2,0,0,679,677,1,,,9,709,7
3,9,2,2,,1,2,2,0,0,680,677,1,,,9,809,8
3,9,2,3,,1,2,2,0,0,681,677,1,,,9,909,9
3,9,2,4,,1,2,2,0,0,682,677,1,,,9,1009,10
3,9,2,5,,1,2,2,0,0,683,677,1,,,9,1109,11
3,9,2,6,,1,2,2,0,0,684,677,1,,,9,1209,12
3,9,2,7,,1,2,2,0,0,685,677,1,,,9,1309,13
3,9,2,8,,1,2,0,0,0,686,677,1,,,9,1409,14
4,9,2,8,0,1,2,2,0,0,687,686,,,,0,17409,17
4,9,2,8,1,1,2,2,0,0,688,686,,,,0,18409,18
4,9,2,8,2,1,2,2,0,0,689,686,,,,0,19409,19
4,9,2,8,3,1,2,2,0,0,690,686,,,,0,20409,20
4,9,2,8,4,1,2,2,0,0,691,686,,,,0,21409,21
4,9,2,8,5,1,2,2,0,0,692,686,,,,0,22409,22
4,9,2,8,6,1,2,2,0,0,693,686,,,,0,23409,23
4,9,2,8,7,1,2,2,0,0,694,686,,,,0,24409,24
4,9,2,8,8,1,2,2,0,0,695,686,,,,0,25409,25
4,9,2,8,9,1,2,2,0,0,696,686,,,,0,26409,26
3,9,2,9,,1,2,2,0,0,697,677,1,,,9,1509,15
2,9,3,,,1,3,0,0,0,698,634,1,,,4,309,30
3,9,3,0,,1,3,2,0,0,699,698,1,,,9,1209,12
3,9,3,1,,1,3,2,0,0,700,698,1,,,9,1309,13
3,9,3,2,,1,3,0,0,0,701,698,1,,,9,1409,14
4,9,3,2,0,1,3,2,0,0,702,701,,,,0,7409,7
4,9,3,2,1,1,3,2,0,0,703,701,,,,0,8409,8
4,9,3,2,2,1,3,2,0,0,704,701,,,,0,9409,9
4,9,3,2,3,1,3,2,0,0,705,701,,,,0,10409,10
4,9,3,2,4,1,3,2,0,0,706,701,,,,0,11409,11
4,9,3,2,5,1,3,2,0,0,707,701,,,,0,12409,12
4,9,3,2,6,1,3,2,0,0,708,701,,,,0,13409,13
4,9,3,2,7,1,3,2,0,0,709,701,,,,0,14409,14
4,9,3,2,8,1,3,2,0,0,710,701,,,,0,15409,15
4,9,3,2,9,1,3,2,0,0,711,701,,,,0,16409,16
3,9,3,3,,1,3,2,0,0,712,698,1,,,9,1509,15
3,9,3,4,,1,3,2,0,0,713,698,1,,,9,1609,16
3,9,3,5,,1,3,2,0,0,714,698,1,,,9,1709,17
3,9,3,6,,1,3,2,0,0,715,698,1,,,9,1809,18
3,9,3,7,,1,3,2,0,0,716,698,1,,,9,1909,19
3,9,3,8,,1,3,2,0,0,717,698,1,,,9,2009,20
3,9,3,9,,1,3,2,0,0,718,698,1,,,9,2109,21
2,9,4,,,1,4,0,0,0,719,634,1,,,4,409,40
3,9,4,0,,1,4,2,0,0,720,719,1,,,9,2009,20
3,9,4,1,,1,4,2,0,0,721,719,1,,,9,2109,21
3,9,4,2,,1,4,2,0,0,722,719,1,,,9,2209,22
3,9,4,3,,1,4,2,0,0,723,719,1,,,9,2309,23
3,9,4,4,,1,4,0,0,0,724,719,1,,,9,2409,24
4,9,4,4,0,1,4,2,0,0,725,724,,,,0,18409,18
4,9,4,4,1,1,4,2,0,0,726,724,,,,0,19409,19
4,9,4,4,2,1,4,2,0,0,727,724,,,,0,20409,20
4,9,4,4,3,1,4,2,0,0,728,724,,,,0,21409,21
4,9,4,4,4,1,4,2,0,0,729,724,,,,0,22409,22
4,9,4,4,5,1,4,2,0,0,730,724,,,,0,23409,23
4,9,4,4,6,1,4,2,0,0,731,724,,,,0,24409,24
4,9,4,4,7,1,4,2,0,0,732,724,,,,0,25409,25
4,9,4,4,8,1,4,2,0,0,733,724,,,,0,26409,26
4,9,4,4,9,1,4,2,0,0,734,724,,,,0,27409,27
3,9,4,5,,1,4,2,0,0,735,719,1,,,9,2509,25
3,9,4,6,,1,4,2,0,0,736,719,1,,,9,2609,26
3,9,4,7,,1,4,2,0,0,737,719,1,,,9,2709,27
3,9,4,8,,1,4,2,0,0,738,719,1,,,9,2809,28
3,9,4,9,,1,4,2,0,0,739,719,1,,,9,2909,29
2,9,5,,,1,5,0,0,0,740,634,1,,,4,509,50
3,9,5,0,,1,5,2,0,0,741,740,1,,,9,3009,30
3,9,5,1,,1,5,2,0,0,742,740,1,,,9,3109,31
3,9,5,2,,1,5,2,0,0,743,740,1,,,9,3209,32
3,9,5,3,,1,5,2,0,0,744,740,1,,,9,3309,33
3,9,5,4,,1,5,0,0,0,745,740,1,,,9,3409,34
4,9,5,4,0,1,5,2,0,0,746,745,,,,0,23409,23
4,9,5,4,1,1,5,2,0,0,747,745,,,,0,24409,24
4,9,5,4,2,1,5,2,0,0,748,745,,,,0,25409,25
4,9,5,4,3,1,5,2,0,0,749,745,,,,0,26409,26
4,9,5,4,4,1,5,2,0,0,750,745,,,,0,27409,27
4,9,5,4,5,1,5,2,0,0,751,745,,,,0,28409,28
4,9,5,4,6,1,5,2,0,0,752,745,,,,0,29409,29
4,9,5,4,7,1,5,2,0,0,753,745,,,,0,30409,30
4,9,5,4,8,1,5,2,0,0,754,745,,,,0,31409,31
4,9,5,4,9,1,5,2,0,0,755,745,,,,0,32409,32
3,9,5,5,,1,5,2,0,0,756,740,1,,,9,3509,35
3,9,5,6,,1,5,2,0,0,757,740,1,,,9,3609,36
3,9,5,7,,1,5,2,0,0,758,740,1,,,9,3709,37
3,9,5,8,,1,5,2,0,0,759,740,1,,,9,3809,38
3,9,5,9,,1,5,2,0,0,760,740,1,,,9,3909,39
2,9,6,,,1,6,0,0,0,761,634,1,,,4,609,60
3,9,6,0,,1,6,2,0,0,762,761,1,,,9,4209,42
3,9,6,1,,1,6,2,0,0,763,761,1,,,9,4309,43
3,9,6,2,,1,6,0,0,0,764,761,1,,,9,4409,44
4,9,6,2,0,1,6,2,0,0,765,764,,,,0,16409,16
4,9,6,2,1,1,6,2,0,0,766,764,,,,0,17409,17
4,9,6,2,2,1,6,2,0,0,767,764,,,,0,18409,18
4,9,6,2,3,1,6,2,0,0,768,764,,,,0,19409,19
4,9,6,2,4,1,6,2,0,0,769,764,,,,0,20409,20
4,9,6,2,5,1,6,2,0,0,770,764,,,,0,21409,21
4,9,6,2,6,1,6,2,0,0,771,764,,,,0,22409,22
4,9,6,2,7,1,6,2,0,0,772,764,,,,0,23409,23
4,9,6,2,8,1,6,2,0,0,773,764,,,,0,24409,24
4,9,6,2,9,1,6,2,0,0,774,764,,,,0,25409,25
3,9,6,3,,1,6,2,0,0,775,761,1,,,9,4509,45
3,9,6,4,,1,6,2,0,0,776,761,1,,,9,4609,46
3,9,6,5,,1,6,2,0,0,777,761,1,,,9,4709,47
3,9,6,6,,1,6,2,0,0,778,761,1,,,9,4809,48
3,9,6,7,,1,6,2,0,0,779,761,1,,,9,4909,49
3,9,6,8,,1,6,2,0,0,780,761,1,,,9,5009,50
3,9,6,9,,1,6,2,0,0,781,761,1,,,9,5109,51
2,9,7,,,1,7,0,0,0,782,634,1,,,4,709,70
3,9,7,0,,1,7,2,0,0,783,782,1,,,9,5609,56
3,9,7,1,,1,7,2,0,0,784,782,1,,,9,5709,57
3,9,7,2,,1,7,2,0,0,785,782,1,,,9,5809,58
3,9,7,3,,1,7,2,0,0,786,782,1,,,9,5909,59
3,9,7,4,,1,7,2,0,0,787,782,1,,,9,6009,60
3,9,7,5,,1,7,2,0,0,788,782,1,,,9,6109,61
3,9,7,6,,1,7,2,0,0,789,782,1,,,9,6209,62
3,9,7,7,,1,7,2,0,0,790,782,1,,,9,6309,63
3,9,7,8,,1,7,0,0,0,791,782,1,,,9,6409,64
4,9,7,8,0,1,7,2,0,0,792,791,,,,0,62409,62
4,9,7,8,1,1,7,2,0,0,793,791,,,,0,63409,63
4,9,7,8,2,1,7,2,0,0,794,791,,,,0,64409,64
4,9,7,8,3,1,7,2,0,0,795,791,,,,0,65409,65
4,9,7,8,4,1,7,2,0,0,796,791,,,,0,66409,66
4,9,7,8,5,1,7,2,0,0,797,791,,,,0,67409,67
4,9,7,8,6,1,7,2,0,0,798,791,,,,0,68409,68
4,9,7,8,7,1,7,2,0,0,799,791,,,,0,69409,69
4,9,7,8,8,1,7,2,0,0,800,791,,,,0,70409,70
4,9,7,8,9,1,7,2,0,0,801,791,,,,0,71409,71
3,9,7,9,,1,7,2,0,0,802,782,1,,,9,6509,65
2,9,8,,,1,8,0,0,0,803,634,1,,,4,809,80
3,9,8,0,,1,8,2,0,0,804,803,1,,,9,7209,72
3,9,8,1,,1,8,2,0,0,805,803,1,,,9,7309,73
3,9,8,2,,1,8,0,0,0,806,803,1,,,9,7409,74
4,9,8,2,0,1,8,2,0,0,807,806,,,,0,23409,23
4,9,8,2,1,1,8,2,0,0,808,806,,,,0,24409,24
4,9,8,2,2,1,8,2,0,0,809,806,,,,0,25409,25
4,9,8,2,3,1,8,2,0,0,810,806,,,,0,26409,26
4,9,8,2,4,1,8,2,0,0,811,806,,,,0,27409,27
4,9,8,2,5,1,8,2,0,0,812,806,,,,0,28409,28
4,9,8,2,6,1,8,2,0,0,813,806,,,,0,29409,29
4,9,8,2,7,1,8,2,0,0,814,806,,,,0,30409,30
4,9,8,2,8,1,8,2,0,0,815,806,,,,0,31409,31
4,9,8,2,9,1,8,2,0,0,816,806,,,,0,32409,32
3,9,8,3,,1,8,2,0,0,817,803,1,,,9,7509,75
3,9,8,4,,1,8,2,0,0,818,803,1,,,9,7609,76
