ordre,x0,x1,x2,x3,x4,y0,y1,y2,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2,nombre,x,y,ID_RESOLUTION,a2,b2
2,3,7,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,73,7,81573,73,1,3106,5,0
3,3,7,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,573,5,81573,573,1,10102,1,
4,3,7,5,1,8,1,0,0,1,1,1,11135,11126,1,,0,8,1573,1,81573,1573,1,10109,8,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,81581,0,0,10012,1,1
1,1,8,,,,1,0,,0,0,1,2,1,1,1,0,8,1,1,81581,1,1,1109,8,0
2,1,8,5,,,1,0,0,0,0,1,3,2,1,1,0,5,81,8,81581,81,1,1106,5,0
3,1,8,5,1,,1,0,0,0,0,1,15,3,1,,0,1,581,5,81581,581,1,10102,1,
4,1,8,5,1,8,1,0,0,1,1,1,24,15,1,,0,8,1581,1,81581,1581,1,10109,8,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,81581,0,0,10074,7,3
1,7,4,,,,3,2,,0,0,1,24446,22223,3,7,0,8,21,21,81581,7,3,7325,4,2
2,7,4,5,,,3,2,0,0,0,1,24447,24446,3,7,8,5,281,28,81581,47,23,7306,5,0
3,7,4,5,3,,3,2,0,0,0,1,24481,24447,3,,10,1,2581,25,81581,547,23,10104,3,
4,7,4,5,3,0,3,2,0,1,1,1,24482,24481,3,,6,8,21581,21,81581,3547,23,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,81583,0,0,10032,3,1
1,3,8,,,,1,0,,0,0,1,11113,11112,1,3,0,8,3,3,81583,3,1,3109,8,0
2,3,8,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,83,8,81583,83,1,3106,5,0
3,3,8,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,583,5,81583,583,1,10102,1,
4,3,8,5,1,8,1,0,0,1,1,1,11135,11126,1,,0,8,1583,1,81583,1583,1,10109,8,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,81583,0,0,10098,9,7
1,9,9,,,,7,1,,0,0,1,34446,33334,7,9,0,8,63,63,81583,9,7,9720,9,1
2,9,9,7,,,7,1,0,0,0,1,34447,34446,7,9,9,5,783,78,81583,99,17,9708,7,0
3,9,9,7,4,,7,1,0,0,0,1,34492,34447,7,,7,1,6583,65,81583,799,17,10105,4,
4,9,9,7,4,0,7,1,0,1,1,1,34493,34492,7,,4,8,41583,41,81583,4799,17,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,81587,0,0,10072,7,1
1,7,8,,,,1,0,,0,0,1,22224,22223,1,7,0,8,7,7,81587,7,1,7109,8,0
2,7,8,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,87,8,81587,87,1,7106,5,0
3,7,8,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,587,5,81587,587,1,10102,1,
4,7,8,5,1,8,1,0,0,1,1,1,22246,22237,1,,0,8,1587,1,81587,1587,1,10109,8,
1,7,1,,,,1,1,,0,0,1,23335,22223,1,7,0,8,7,7,81587,7,1,7112,1,1
2,7,1,4,,,1,1,0,0,0,1,23336,23335,1,7,1,5,87,8,81587,17,11,7105,4,0
3,7,1,4,7,,1,1,0,0,0,1,23414,23336,1,,4,1,587,5,81587,417,11,10108,7,
4,7,1,4,7,0,1,1,0,1,1,1,23415,23414,1,,7,8,11587,11,81587,7417,11,10101,0,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,81589,0,0,10034,3,3
1,3,8,,,,3,8,,0,0,1,20001,11112,3,3,0,8,9,9,81589,3,3,3389,8,8
2,3,8,9,,,3,8,0,0,0,1,20002,20001,3,3,64,5,489,48,81589,83,83,3310,9,0
3,3,8,9,0,,3,8,0,0,0,1,20003,20002,3,,72,1,9589,95,81589,983,83,10101,0,
4,3,8,9,0,0,3,8,0,1,1,1,20004,20003,3,,0,8,81589,81,81589,983,83,10101,0,
2,3,8,0,,,3,8,9,0,0,1,21001,20001,3,3,64,5,489,48,81589,83,83,3391,0,9
3,3,8,0,0,,3,8,9,0,0,1,21002,21001,3,,72,1,9589,95,81589,83,983,10101,0,
4,3,8,0,0,0,3,8,9,1,1,1,21003,21002,3,,0,8,81589,81,81589,83,983,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,81589,0,0,10092,9,1
1,9,8,,,,1,0,,0,0,1,33335,33334,1,9,0,8,9,9,81589,9,1,9109,8,0
2,9,8,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,89,8,81589,89,1,9106,5,0
3,9,8,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,589,5,81589,589,1,10102,1,
4,9,8,5,1,8,1,0,0,1,1,1,33357,33348,1,,0,8,1589,1,81589,1589,1,10109,8,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,81591,0,0,10012,1,1
1,1,9,,,,1,0,,0,0,1,2,1,1,1,0,9,1,1,81591,1,1,1110,9,0
2,1,9,5,,,1,0,0,0,0,1,3,2,1,1,0,5,91,9,81591,91,1,1106,5,0
3,1,9,5,1,,1,0,0,0,0,1,15,3,1,,0,1,591,5,81591,591,1,10102,1,
4,1,9,5,1,8,1,0,0,1,1,1,24,15,1,,0,8,1591,1,81591,1591,1,10109,8,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,81591,0,0,10074,7,3
1,7,9,,,,3,0,,0,0,1,22224,22223,3,7,0,9,21,21,81591,7,3,7310,9,0
2,7,9,1,,,3,0,0,0,0,1,22225,22224,3,7,0,5,291,29,81591,97,3,7302,1,0
3,7,9,1,7,,3,0,0,0,0,1,22303,22225,3,,0,1,591,5,81591,197,3,10108,7,
4,7,9,1,7,2,3,0,0,1,1,1,22306,22303,3,,0,8,21591,21,81591,7197,3,10103,2,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,81593,0,0,10032,3,1
1,3,9,,,,1,0,,0,0,1,11113,11112,1,3,0,9,3,3,81593,3,1,3110,9,0
2,3,9,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,93,9,81593,93,1,3106,5,0
3,3,9,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,593,5,81593,593,1,10102,1,
4,3,9,5,1,8,1,0,0,1,1,1,11135,11126,1,,0,8,1593,1,81593,1593,1,10109,8,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,81593,0,0,10080,7,9
1,7,8,,,,9,3,,0,0,1,25557,22223,9,7,0,9,63,63,81593,7,9,7939,8,3
2,7,8,5,,,9,3,1,0,0,1,25669,25557,9,7,24,5,993,99,81593,87,39,7916,5,1
3,7,8,5,0,,9,3,1,0,0,1,25670,25669,9,,23,1,8593,85,81593,587,139,10101,0,
4,7,8,5,0,0,9,3,1,1,1,1,25671,25670,9,,5,8,31593,31,81593,587,139,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,81593,0,0,10098,9,7
1,9,3,,,,7,8,,0,0,1,42223,33334,7,9,0,9,63,63,81593,9,7,9784,3,8
2,9,3,1,,,7,8,5,0,0,1,42779,42223,7,9,24,5,993,99,81593,39,87,9752,1,5
3,9,3,1,0,,7,8,5,0,0,1,42780,42779,7,,23,1,8593,85,81593,139,587,10101,0,
4,9,3,1,0,0,7,8,5,1,1,1,42781,42780,7,,5,8,31593,31,81593,139,587,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,81595,0,0,10052,5,1
1,5,9,,,,1,0,,0,0,1,22224,22223,1,5,0,9,5,5,81595,5,1,5110,9,0
2,5,9,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,95,9,81595,95,1,5106,5,0
3,5,9,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,595,5,81595,595,1,10102,1,
4,5,9,5,1,8,1,0,0,1,1,1,22246,22237,1,,0,8,1595,1,81595,1595,1,10109,8,
0,9,,,,,5,,,0,0,1,77779,,,,0,5,1,0,81595,0,0,10096,9,5
1,9,1,,,,5,0,,0,0,1,77780,77779,5,9,0,9,45,45,81595,9,5,9502,1,0
2,9,1,3,,,5,0,0,0,0,1,77892,77780,5,9,0,5,95,9,81595,19,5,9504,3,0
3,9,1,3,6,,5,0,0,0,0,1,77959,77892,5,,0,1,1595,15,81595,319,5,10107,6,
4,9,1,3,6,1,5,0,0,1,1,1,77961,77959,5,,0,8,31595,31,81595,6319,5,10102,1,
0,7,,,,,7,,,0,0,1,22223,,,,0,9,1,0,81599,0,0,10078,7,7
1,7,5,,,,7,0,,0,0,1,22224,22223,7,7,0,9,49,49,81599,7,7,7706,5,0
2,7,5,6,,,7,0,0,0,0,1,22225,22224,7,7,0,5,399,39,81599,57,7,7707,6,0
3,7,5,6,1,,7,0,0,0,0,1,22237,22225,7,,0,1,4599,45,81599,657,7,10102,1,
4,7,5,6,1,1,7,0,0,1,1,1,22239,22237,7,,0,8,11599,11,81599,1657,7,10102,1,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,81599,0,0,10092,9,1
1,9,9,,,,1,0,,0,0,1,33335,33334,1,9,0,9,9,9,81599,9,1,9110,9,0
2,9,9,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,99,9,81599,99,1,9106,5,0
3,9,9,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,599,5,81599,599,1,10102,1,
4,9,9,5,1,8,1,0,0,1,1,1,33357,33348,1,,0,8,1599,1,81599,1599,1,10109,8,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82513,0,0,10032,3,1
1,3,1,,,,1,0,,0,0,1,11113,11112,1,3,0,1,3,3,82513,3,1,3102,1,0
2,3,1,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,13,1,82513,13,1,3106,5,0
3,3,1,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,513,5,82513,513,1,10103,2,
4,3,1,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2513,2,82513,2513,1,10109,8,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,82513,0,0,10080,7,9
1,7,5,,,,9,0,,0,0,1,22224,22223,9,7,0,1,63,63,82513,7,9,7906,5,0
2,7,5,7,,,9,0,1,0,0,1,22336,22224,9,7,0,5,513,51,82513,57,9,7918,7,1
3,7,5,7,0,,9,0,1,0,0,1,22337,22336,9,,5,2,7513,75,82513,757,109,10101,0,
4,7,5,7,0,0,9,0,1,1,1,1,22338,22337,9,,7,8,12513,12,82513,757,109,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,82513,0,0,10098,9,7
1,9,0,,,,7,5,,0,0,1,38890,33334,7,9,0,1,63,63,82513,9,7,9751,0,5
2,9,0,1,,,7,5,7,0,0,1,39668,38890,7,9,0,5,513,51,82513,9,57,9772,1,7
3,9,0,1,0,,7,5,7,0,0,1,39669,39668,7,,5,2,7513,75,82513,109,757,10101,0,
4,9,0,1,0,0,7,5,7,1,1,1,39670,39669,7,,7,8,12513,12,82513,109,757,10101,0,
0,1,,,,,9,,,0,0,1,1,,,,0,9,1,0,82519,0,0,10020,1,9
1,1,6,,,,9,7,,0,0,1,7779,1,9,1,0,1,9,9,82519,1,9,1977,6,7
2,1,6,4,,,9,7,1,0,0,1,7891,7779,9,1,42,5,619,61,82519,61,79,1915,4,1
3,1,6,4,0,,9,7,1,0,0,1,7892,7891,9,,34,2,8519,85,82519,461,179,10101,0,
4,1,6,4,0,0,9,7,1,1,1,1,7893,7892,9,,4,8,42519,42,82519,461,179,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,82519,0,0,10092,9,1
1,9,1,,,,1,0,,0,0,1,33335,33334,1,9,0,1,9,9,82519,9,1,9102,1,0
2,9,1,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,19,1,82519,19,1,9106,5,0
3,9,1,5,2,,1,0,0,0,0,1,33359,33336,1,,0,2,519,5,82519,519,1,10103,2,
4,9,1,5,2,8,1,0,0,1,1,1,33368,33359,1,,0,8,2519,2,82519,2519,1,10109,8,
1,9,7,,,,1,6,,0,0,1,40001,33334,1,9,0,1,9,9,82519,9,1,9168,7,6
2,9,7,1,,,1,6,4,0,0,1,40446,40001,1,9,42,5,619,61,82519,79,61,9142,1,4
3,9,7,1,0,,1,6,4,0,0,1,40447,40446,1,,34,2,8519,85,82519,179,461,10101,0,
4,9,7,1,0,0,1,6,4,1,1,1,40448,40447,1,,4,8,42519,42,82519,179,461,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82523,0,0,10032,3,1
1,3,2,,,,1,0,,0,0,1,11113,11112,1,3,0,2,3,3,82523,3,1,3103,2,0
2,3,2,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,23,2,82523,23,1,3106,5,0
3,3,2,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,523,5,82523,523,1,10103,2,
4,3,2,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2523,2,82523,2523,1,10109,8,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,82523,0,0,10098,9,7
1,9,8,,,,7,0,,0,0,1,33335,33334,7,9,0,2,63,63,82523,9,7,9709,8,0
2,9,8,7,,,7,0,0,0,0,1,33336,33335,7,9,0,5,623,62,82523,89,7,9708,7,0
3,9,8,7,1,,7,0,0,0,0,1,33348,33336,7,,0,2,5523,55,82523,789,7,10102,1,
4,9,8,7,1,1,7,0,0,1,1,1,33350,33348,7,,0,8,12523,12,82523,1789,7,10102,1,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,82527,0,0,10072,7,1
1,7,2,,,,1,0,,0,0,1,22224,22223,1,7,0,2,7,7,82527,7,1,7103,2,0
2,7,2,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,27,2,82527,27,1,7106,5,0
3,7,2,5,2,,1,0,0,0,0,1,22248,22225,1,,0,2,527,5,82527,527,1,10103,2,
4,7,2,5,2,8,1,0,0,1,1,1,22257,22248,1,,0,8,2527,2,82527,2527,1,10109,8,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,82527,0,0,10094,9,3
1,9,0,,,,3,0,,0,0,1,33335,33334,3,9,0,2,27,27,82527,9,3,9301,0,0
2,9,0,5,,,3,0,0,0,0,1,33336,33335,3,9,0,5,27,2,82527,9,3,9306,5,0
3,9,0,5,7,,3,0,0,0,0,1,33414,33336,3,,0,2,1527,15,82527,509,3,10108,7,
4,9,0,5,7,2,3,0,0,1,1,1,33417,33414,3,,0,8,22527,22,82527,7509,3,10103,2,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,82541,0,0,10012,1,1
1,1,4,,,,1,0,,0,0,1,2,1,1,1,0,4,1,1,82541,1,1,1105,4,0
2,1,4,5,,,1,0,0,0,0,1,3,2,1,1,0,5,41,4,82541,41,1,1106,5,0
3,1,4,5,2,,1,0,0,0,0,1,26,3,1,,0,2,541,5,82541,541,1,10103,2,
4,1,4,5,2,8,1,0,0,1,1,1,35,26,1,,0,8,2541,2,82541,2541,1,10109,8,
0,9,,,,,9,,,0,0,1,33334,,,,0,1,1,0,82541,0,0,10100,9,9
1,9,9,,,,9,5,,0,0,1,38890,33334,9,9,0,4,81,81,82541,9,9,9960,9,5
2,9,9,3,,,9,5,0,0,0,1,38891,38890,9,9,45,5,1341,134,82541,99,59,9904,3,0
3,9,9,3,1,,9,5,0,0,0,1,38903,38891,9,,15,2,8541,85,82541,399,59,10102,1,
4,9,9,3,1,0,9,5,0,1,1,1,38904,38903,9,,5,8,32541,32,82541,1399,59,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82543,0,0,10032,3,1
1,3,4,,,,1,0,,0,0,1,11113,11112,1,3,0,4,3,3,82543,3,1,3105,4,0
2,3,4,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,43,4,82543,43,1,3106,5,0
3,3,4,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,543,5,82543,543,1,10103,2,
4,3,4,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2543,2,82543,2543,1,10109,8,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,82543,0,0,10080,7,9
1,7,9,,,,9,1,,0,0,1,23335,22223,9,7,0,4,63,63,82543,7,9,7920,9,1
2,7,9,1,,,9,1,4,0,0,1,23780,23335,9,7,9,5,943,94,82543,97,19,7942,1,4
3,7,9,1,0,,9,1,4,0,0,1,23781,23780,9,,37,2,5543,55,82543,197,419,10101,0,
4,7,9,1,0,0,9,1,4,1,1,1,23782,23781,9,,4,8,42543,42,82543,197,419,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,82543,0,0,10098,9,7
1,9,1,,,,7,9,,0,0,1,43334,33334,7,9,0,4,63,63,82543,9,7,9792,1,9
2,9,1,4,,,7,9,1,0,0,1,43446,43334,7,9,9,5,943,94,82543,19,97,9715,4,1
3,9,1,4,0,,7,9,1,0,0,1,43447,43446,7,,37,2,5543,55,82543,419,197,10101,0,
4,9,1,4,0,0,7,9,1,1,1,1,43448,43447,7,,4,8,42543,42,82543,419,197,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82553,0,0,10032,3,1
1,3,5,,,,1,0,,0,0,1,11113,11112,1,3,0,5,3,3,82553,3,1,3106,5,0
2,3,5,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,53,5,82553,53,1,3106,5,0
3,3,5,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,553,5,82553,553,1,10103,2,
4,3,5,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2553,2,82553,2553,1,10109,8,
1,3,6,,,,1,3,,0,0,1,14446,11112,1,3,0,5,3,3,82553,3,1,3137,6,3
2,3,6,6,,,1,3,0,0,0,1,14447,14446,1,3,18,5,153,15,82553,63,31,3107,6,0
3,3,6,6,2,,1,3,0,0,0,1,14470,14447,1,,18,2,2553,25,82553,663,31,10103,2,
4,3,6,6,2,0,1,3,0,1,1,1,14471,14470,1,,6,8,22553,22,82553,2663,31,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82573,0,0,10032,3,1
1,3,7,,,,1,0,,0,0,1,11113,11112,1,3,0,7,3,3,82573,3,1,3108,7,0
2,3,7,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,73,7,82573,73,1,3106,5,0
3,3,7,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,573,5,82573,573,1,10103,2,
4,3,7,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2573,2,82573,2573,1,10109,8,
1,3,6,,,,1,7,,0,0,1,18890,11112,1,3,0,7,3,3,82573,3,1,3177,6,7
2,3,6,1,,,1,7,0,0,0,1,18891,18890,1,3,42,5,273,27,82573,63,71,3102,1,0
3,3,6,1,1,,1,7,0,0,0,1,18903,18891,1,,7,2,4573,45,82573,163,71,10102,1,
4,3,6,1,1,0,1,7,0,1,1,1,18904,18903,1,,7,8,12573,12,82573,1163,71,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,82577,0,0,10072,7,1
1,7,7,,,,1,0,,0,0,1,22224,22223,1,7,0,7,7,7,82577,7,1,7108,7,0
2,7,7,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,77,7,82577,77,1,7106,5,0
3,7,7,5,2,,1,0,0,0,0,1,22248,22225,1,,0,2,577,5,82577,577,1,10103,2,
4,7,7,5,2,8,1,0,0,1,1,1,22257,22248,1,,0,8,2577,2,82577,2577,1,10109,8,
1,7,0,,,,1,1,,0,0,1,23335,22223,1,7,0,7,7,7,82577,7,1,7111,0,1
2,7,0,5,,,1,1,0,0,0,1,23336,23335,1,7,0,5,77,7,82577,7,11,7106,5,0
3,7,0,5,7,,1,1,0,0,0,1,23414,23336,1,,5,2,577,5,82577,507,11,10108,7,
4,7,0,5,7,0,1,1,0,1,1,1,23415,23414,1,,7,8,12577,12,82577,7507,11,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,82581,0,0,10012,1,1
1,1,8,,,,1,0,,0,0,1,2,1,1,1,0,8,1,1,82581,1,1,1109,8,0
2,1,8,5,,,1,0,0,0,0,1,3,2,1,1,0,5,81,8,82581,81,1,1106,5,0
3,1,8,5,2,,1,0,0,0,0,1,26,3,1,,0,2,581,5,82581,581,1,10103,2,
4,1,8,5,2,8,1,0,0,1,1,1,35,26,1,,0,8,2581,2,82581,2581,1,10109,8,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,82581,0,0,10074,7,3
1,7,2,,,,3,0,,0,0,1,22224,22223,3,7,0,8,21,21,82581,7,3,7303,2,0
2,7,2,5,,,3,0,0,0,0,1,22225,22224,3,7,0,5,81,8,82581,27,3,7306,5,0
3,7,2,5,7,,3,0,0,0,0,1,22303,22225,3,,0,2,1581,15,82581,527,3,10108,7,
4,7,2,5,7,2,3,0,0,1,1,1,22306,22303,3,,0,8,22581,22,82581,7527,3,10103,2,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,82583,0,0,10032,3,1
1,3,8,,,,1,0,,0,0,1,11113,11112,1,3,0,8,3,3,82583,3,1,3109,8,0
2,3,8,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,83,8,82583,83,1,3106,5,0
3,3,8,5,2,,1,0,0,0,0,1,11137,11114,1,,0,2,583,5,82583,583,1,10103,2,
4,3,8,5,2,8,1,0,0,1,1,1,11146,11137,1,,0,8,2583,2,82583,2583,1,10109,8,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,82583,0,0,10080,7,9
1,7,0,,,,9,6,,0,0,1,28890,22223,9,7,0,8,63,63,82583,7,9,7961,0,6
2,7,0,3,,,9,6,2,0,0,1,29113,28890,9,7,0,5,483,48,82583,7,69,7924,3,2
3,7,0,3,0,,9,6,2,0,0,1,29114,29113,9,,18,2,4583,45,82583,307,269,10101,0,
4,7,0,3,0,0,9,6,2,1,1,1,29115,29114,9,,6,8,22583,22,82583,307,269,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,82583,0,0,10098,9,7
1,9,6,,,,7,0,,0,0,1,33335,33334,7,9,0,8,63,63,82583,9,7,9707,6,0
2,9,6,2,,,7,0,3,0,0,1,33669,33335,7,9,0,5,483,48,82583,69,7,9733,2,3
3,9,6,2,0,,7,0,3,0,0,1,33670,33669,7,,18,2,4583,45,82583,269,307,10101,0,
4,9,6,2,0,0,7,0,3,1,1,1,33671,33670,7,,6,8,22583,22,82583,269,307,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,82587,0,0,10072,7,1
1,7,8,,,,1,0,,0,0,1,22224,22223,1,7,0,8,7,7,82587,7,1,7109,8,0
2,7,8,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,87,8,82587,87,1,7106,5,0
3,7,8,5,2,,1,0,0,0,0,1,22248,22225,1,,0,2,587,5,82587,587,1,10103,2,
4,7,8,5,2,8,1,0,0,1,1,1,22257,22248,1,,0,8,2587,2,82587,2587,1,10109,8,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,82587,0,0,10094,9,3
1,9,2,,,,3,0,,0,0,1,33335,33334,3,9,0,8,27,27,82587,9,3,9303,2,0
2,9,2,5,,,3,0,0,0,0,1,33336,33335,3,9,0,5,87,8,82587,29,3,9306,5,0
3,9,2,5,7,,3,0,0,0,0,1,33414,33336,3,,0,2,1587,15,82587,529,3,10108,7,
4,9,2,5,7,2,3,0,0,1,1,1,33417,33414,3,,0,8,22587,22,82587,7529,3,10103,2,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,82589,0,0,10034,3,3
1,3,5,,,,3,1,,0,0,1,12224,11112,3,3,0,8,9,9,82589,3,3,3316,5,1
2,3,5,3,,,3,1,0,0,0,1,12225,12224,3,3,5,5,189,18,82589,53,13,3304,3,0
3,3,5,3,6,,3,1,0,0,0,1,12292,12225,3,,3,2,1589,15,82589,353,13,10107,6,
4,3,5,3,6,0,3,1,0,1,1,1,12293,12292,3,,6,8,22589,22,82589,6353,13,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,82589,0,0,10092,9,1
1,9,8,,,,1,0,,0,0,1,33335,33334,1,9,0,8,9,9,82589,9,1,9109,8,0
2,9,8,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,89,8,82589,89,1,9106,5,0
3,9,8,5,2,,1,0,0,0,0,1,33359,33336,1,,0,2,589,5,82589,589,1,10103,2,
4,9,8,5,2,8,1,0,0,1,1,1,33368,33359,1,,0,8,2589,2,82589,2589,1,10109,8,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,82595,0,0,10052,5,1
1,5,9,,,,1,0,,0,0,1,22224,22223,1,5,0,9,5,5,82595,5,1,5110,9,0
2,5,9,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,95,9,82595,95,1,5106,5,0
3,5,9,5,2,,1,0,0,0,0,1,22248,22225,1,,0,2,595,5,82595,595,1,10103,2,
4,5,9,5,2,8,1,0,0,1,1,1,22257,22248,1,,0,8,2595,2,82595,2595,1,10109,8,
0,9,,,,,5,,,0,0,1,77779,,,,0,5,1,0,82595,0,0,10096,9,5
1,9,1,,,,5,0,,0,0,1,77780,77779,5,9,0,9,45,45,82595,9,5,9502,1,0
2,9,1,5,,,5,0,0,0,0,1,78003,77780,5,9,0,5,95,9,82595,19,5,9506,5,0
3,9,1,5,6,,5,0,0,0,0,1,78070,78003,5,,0,2,2595,25,82595,519,5,10107,6,
4,9,1,5,6,1,5,0,0,1,1,1,78072,78070,5,,0,8,32595,32,82595,6519,5,10102,1,
0,1,,,,,7,,,0,0,1,1,,,,0,7,1,0,82597,0,0,10018,1,7
1,1,5,,,,7,4,,0,0,1,4446,1,7,1,0,9,7,7,82597,1,7,1746,5,4
2,1,5,1,,,7,4,5,0,0,1,5002,4446,7,1,20,5,397,39,82597,51,47,1752,1,5
3,1,5,1,0,,7,4,5,0,0,1,5003,5002,7,,29,2,3597,35,82597,151,547,10101,0,
4,1,5,1,0,0,7,4,5,1,1,1,5004,5003,7,,5,8,32597,32,82597,151,547,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,82597,0,0,10072,7,1
1,7,9,,,,1,0,,0,0,1,22224,22223,1,7,0,9,7,7,82597,7,1,7110,9,0
2,7,9,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,97,9,82597,97,1,7106,5,0
3,7,9,5,2,,1,0,0,0,0,1,22248,22225,1,,0,2,597,5,82597,597,1,10103,2,
4,7,9,5,2,8,1,0,0,1,1,1,22257,22248,1,,0,8,2597,2,82597,2597,1,10109,8,
1,7,4,,,,1,5,,0,0,1,27779,22223,1,7,0,9,7,7,82597,7,1,7155,4,5
2,7,4,5,,,1,5,1,0,0,1,27891,27779,1,7,20,5,397,39,82597,47,51,7116,5,1
3,7,4,5,0,,1,5,1,0,0,1,27892,27891,1,,29,2,3597,35,82597,547,151,10101,0,
4,7,4,5,0,0,1,5,1,1,1,1,27893,27892,1,,5,8,32597,32,82597,547,151,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,83501,0,0,10012,1,1
1,1,0,,,,1,0,,0,0,1,2,1,1,1,0,0,1,1,83501,1,1,1101,0,0
2,1,0,5,,,1,0,0,0,0,1,3,2,1,1,0,5,1,0,83501,1,1,1106,5,0
3,1,0,5,3,,1,0,0,0,0,1,37,3,1,,0,3,501,5,83501,501,1,10104,3,
4,1,0,5,3,8,1,0,0,1,1,1,46,37,1,,0,8,3501,3,83501,3501,1,10109,8,
1,1,9,,,,1,1,,0,0,1,1113,1,1,1,0,0,1,1,83501,1,1,1120,9,1
